time,current,total_pv,total_user,online_anchor
2026-05-21 21:04:23,1440,1851,1851,1440
2026-05-21 21:04:25,1047,1421,1421,1047
2026-05-21 21:04:25,1537,2275,2275,1537
2026-05-21 21:04:26,1266,1851,1851,1266
2026-05-21 21:04:28,1636,2367,2367,1636
2026-05-21 21:04:34,1266,1851,1851,1266
2026-05-21 21:04:36,2057,3026,3026,2057
2026-05-21 21:04:38,2200,3247,3247,2200
2026-05-21 21:04:42,1636,2367,2367,1636
2026-05-21 21:04:44,1871,2603,2603,1871
2026-05-21 21:04:46,2012,3026,3026,2012
2026-05-21 21:04:56,2300,3381,3381,2300
2026-05-21 21:05:04,2596,3873,3873,2596
2026-05-21 21:05:06,2596,3873,3873,2596
2026-05-21 21:05:10,2416,3588,3588,2416
2026-05-21 21:05:12,2596,3873,3873,2596
2026-05-21 21:05:20,2865,4405,4405,2865
2026-05-21 21:05:26,2863,4510,4510,2863
2026-05-21 21:05:28,2495,3588,3588,2495
2026-05-21 21:05:32,2865,4405,4405,2865
2026-05-21 21:05:34,2863,4510,4510,2863
2026-05-21 21:05:36,2688,4097,4097,2688
2026-05-21 21:05:44,3106,5232,5232,3106
2026-05-21 21:05:54,2012,3026,3026,2012
2026-05-21 21:06:05,3426,6101,6101,3426
2026-05-21 21:06:06,3228,5674,5674,3228
2026-05-21 21:06:08,3646,6838,6838,3646
2026-05-21 21:06:10,3646,6838,6838,3646
2026-05-21 21:06:13,2863,4510,4510,2863
2026-05-21 21:06:14,3426,6101,6101,3426
2026-05-21 21:06:16,3426,6101,6101,3426
2026-05-21 21:06:22,3498,6557,6557,3498
2026-05-21 21:06:34,3914,7847,7847,3914
2026-05-21 21:06:36,3758,7407,7407,3758
2026-05-21 21:06:42,3954,7847,7847,3954
2026-05-21 21:06:50,4087,8598,8598,4087
2026-05-21 21:06:56,4171,8747,8747,4171
2026-05-21 21:07:01,4281,9018,9018,4281
2026-05-21 21:07:02,4281,9018,9018,4281
2026-05-21 21:07:04,4087,8598,8598,4087
2026-05-21 21:07:06,4336,9305,9305,4336
2026-05-21 21:07:10,4500,9852,9852,4500
2026-05-21 21:07:14,4336,9305,9305,4336
2026-05-21 21:07:18,4171,8747,8747,4171
2026-05-21 21:07:20,4430,9708,9708,4430
2026-05-21 21:07:30,4592,9989,9989,4592
2026-05-21 21:07:32,4336,9305,9305,4336
2026-05-21 21:07:34,4645,1.0万,1万+,4645
2026-05-21 21:07:36,4500,9852,9852,4500
2026-05-21 21:07:42,4869,1.1万,1万+,4869
2026-05-21 21:07:52,4645,1.0万,1万+,4645
2026-05-21 21:08:00,4963,1.2万,1万+,4963
2026-05-21 21:08:02,4963,1.2万,1万+,4963
2026-05-21 21:08:04,4963,1.2万,1万+,4963
2026-05-21 21:08:06,4813,1.1万,1万+,4813
2026-05-21 21:08:08,4845,1.1万,1万+,4845
2026-05-21 21:08:14,4963,1.2万,1万+,4963
2026-05-21 21:08:16,5260,1.3万,1万+,5260
2026-05-21 21:08:19,5120,1.3万,1万+,5120
2026-05-21 21:08:20,5120,1.3万,1万+,5120
2026-05-21 21:08:22,5183,1.3万,1万+,5183
2026-05-21 21:08:25,5260,1.3万,1万+,5260
2026-05-21 21:08:33,5260,1.3万,1万+,5260
2026-05-21 21:08:34,5495,1.4万,1万+,5495
2026-05-21 21:08:36,5260,1.3万,1万+,5260
2026-05-21 21:08:38,5457,1.4万,1万+,5457
2026-05-21 21:08:42,5183,1.3万,1万+,5183
2026-05-21 21:08:44,5495,1.4万,1万+,5495
2026-05-21 21:08:55,5457,1.4万,1万+,5457
2026-05-21 21:09:02,5629,1.5万,1万+,5629
2026-05-21 21:09:04,5629,1.5万,1万+,5629
2026-05-21 21:09:06,5612,1.5万,1万+,5612
2026-05-21 21:09:12,5712,1.5万,1万+,5712
2026-05-21 21:09:14,5792,1.6万,1万+,5792
2026-05-21 21:09:23,5819,1.6万,1万+,5819
2026-05-21 21:09:28,5927,1.7万,1万+,5927
2026-05-21 21:09:34,5712,1.5万,1万+,5712
2026-05-21 21:09:36,5557,1.5万,1万+,5557
2026-05-21 21:09:38,5792,1.6万,1万+,5792
2026-05-21 21:09:42,5819,1.6万,1万+,5819
2026-05-21 21:09:52,6349,1.8万,1万+,6349
2026-05-21 21:10:02,6411,1.8万,1万+,6411
2026-05-21 21:10:08,6269,1.7万,1万+,6269
2026-05-21 21:10:10,6381,1.8万,1万+,6381
