time,user_id,user_name,action,follow_count,grade,fans_club
2026-05-13 12:03:56,7610040521885533243,三石,关注了主播,1221965,[等级2],[粉丝团 Lv5]
2026-05-13 12:04:30,100169162622,ww.文,关注了主播,1221963,[等级18],
2026-05-13 12:04:32,242328071055725,ツ.,关注了主播,1221962,[等级12],[粉丝团 Lv2]
2026-05-13 12:04:36,94267625882,夏天的风,关注了主播,1221964,[等级33],
2026-05-13 12:05:36,76569845748,ྂ将ྂྂคิดถึง[耶],关注了主播,1221964,[等级3],
2026-05-13 12:05:43,135948553683635,乌兹,关注了主播,1221966,[等级9],
2026-05-13 12:06:11,1282500700414608,大笨象的无奈,关注了主播,1221968,[等级1],
2026-05-13 12:06:21,3415499760741784,狂奔的蚂蚁,关注了主播,1221968,[等级7],
2026-05-13 12:06:26,93594851725,へ安若ん,关注了主播,1221969,[等级27],
2026-05-13 12:06:50,87429774122,知昂张,关注了主播,1221970,[等级30],
2026-05-13 12:06:56,93917824496,1ii^.,关注了主播,1221963,[等级14],
2026-05-13 12:07:22,70952468894,💭,关注了主播,1221972,[等级20],
2026-05-13 12:08:21,2920773998874784,熙宝,关注了主播,1221972,[等级18],
2026-05-13 12:08:35,94599013356,大胡萝卜🥕,关注了主播,1221972,[等级25],
2026-05-13 12:10:06,1724464492711791,鱼.,关注了主播,1221973,[等级6],
2026-05-13 12:10:23,1460608438907981,她m,关注了主播,1221973,[等级2],
2026-05-13 12:10:48,7512430363794015291,台式可乐有点甜,关注了主播,1221975,,
2026-05-13 12:11:20,3273714794503332,铁南,关注了主播,1221975,,
2026-05-13 12:11:29,92089885662,柚泥脆芝士～,关注了主播,1221973,[等级30],
2026-05-13 12:12:35,2118079798063588,白狼解说,关注了主播,1221976,[等级5],
2026-05-13 12:12:47,7625175931716273209,We1,关注了主播,1221976,,
2026-05-13 12:13:00,3769578729775576,toon,关注了主播,1221976,,
2026-05-13 12:13:05,102217465829,晚不安,关注了主播,1221976,[等级4],
2026-05-13 12:13:26,74997808567,宋,关注了主播,1221980,[等级28],
2026-05-13 12:13:41,66665382611,你的小可爱丫,关注了主播,1221976,[等级10],
2026-05-13 12:14:18,2312971592404504,阿文,关注了主播,1221976,[等级16],
2026-05-13 12:14:32,3813564496754511,志当存高远,关注了主播,1221984,,
2026-05-13 12:14:58,1275889193334448,用户4675360294520,关注了主播,1221986,,
2026-05-13 12:15:35,83867317420,念521,关注了主播,1221987,[等级2],
2026-05-13 12:15:49,2631559126457991,小俊,关注了主播,1221987,[等级18],
2026-05-13 12:16:34,98527155055,某不甜,关注了主播,1221987,[等级10],
2026-05-13 12:17:12,4350136901446190,夜幕,关注了主播,1221989,[等级13],[粉丝团 Lv1]
2026-05-13 12:17:43,93509085357,岁岁有余🐳,关注了主播,1221987,[等级9],
2026-05-13 12:18:15,81752929120,啊言,关注了主播,1221987,[等级2],
2026-05-13 12:18:25,2915505476473054,冷眼观潮,关注了主播,1221986,[等级13],
2026-05-13 12:19:06,3984240244433192,333,关注了主播,1221987,[等级6],
2026-05-13 12:19:26,3213189902241084,梦想55555555,关注了主播,1221988,,
2026-05-13 12:19:26,3213189902241084,梦想55555555,关注了主播,1221988,,
2026-05-13 12:20:29,92656824994,涵涵Helen,关注了主播,1221986,[等级18],
2026-05-13 12:20:29,92656824994,涵涵Helen,关注了主播,1221986,[等级18],
2026-05-13 12:20:48,63632884333,江辉勇,关注了主播,1221987,[等级2],
2026-05-13 12:21:11,82732755936,贺,关注了主播,1221989,[等级26],
2026-05-13 12:21:13,942726177647040,玉儿,关注了主播,1221991,[等级9],
2026-05-13 12:21:56,95851616029,可心疼过我的执着,关注了主播,1221991,[等级27],
2026-05-13 12:22:27,4150033387625644,赢.,关注了主播,1221993,[等级1],
2026-05-13 12:23:24,152210387243835,大虾,关注了主播,1221993,,
2026-05-13 12:23:33,60311805222,祥,关注了主播,1221993,[等级10],
2026-05-13 12:23:45,101393527924,凌云,关注了主播,1221995,,
2026-05-13 12:23:59,1377001862870600,漫愈君,关注了主播,1221996,[等级4],
2026-05-13 12:24:16,3328960178950855,就随缘吧,关注了主播,1221996,[等级2],
2026-05-13 12:24:16,3328960178950855,就随缘吧,关注了主播,1221996,[等级2],
2026-05-13 12:24:23,4110386792247324,74u,关注了主播,1221996,[等级6],
