time,current,total_pv,total_user,online_anchor
12:04:14,1770,3339,3339,1770
12:04:14,1689,3097,3097,1689
12:04:16,1819,3445,3445,1819
12:04:20,1902,3787,3787,1902
12:04:22,1990,4202,4202,1990
12:04:24,1945,3927,3927,1945
12:04:26,1819,3445,3445,1819
12:04:30,2134,4854,4854,2134
12:04:32,2134,4854,4854,2134
12:04:40,2094,4732,4732,2094
12:04:42,1945,3927,3927,1945
12:04:50,2260,5293,5293,2260
12:04:54,2329,5610,5610,2329
12:04:56,2329,5610,5610,2329
12:05:00,2368,5918,5918,2368
12:05:10,2329,5610,5610,2329
12:05:20,2593,6430,6430,2593
12:05:24,2746,7158,7158,2746
12:05:26,2593,6430,6430,2593
12:05:36,2912,7805,7805,2912
12:05:38,2633,6701,6701,2633
12:05:46,3045,8401,8401,3045
12:05:48,3008,8250,8250,3008
12:05:54,3045,8401,8401,3045
12:05:56,2786,7321,7321,2786
12:06:00,3045,8401,8401,3045
12:06:12,3257,9315,9315,3257
12:06:20,3420,1.0万,1万+,3420
12:06:24,3520,1.0万,1万+,3520
12:06:26,3520,1.0万,1万+,3520
12:06:28,3393,1.0万,1万+,3393
12:06:30,3604,1.1万,1万+,3604
12:06:40,3641,1.2万,1万+,3641
12:06:52,3816,1.3万,1万+,3816
12:06:54,3930,1.3万,1万+,3930
12:06:56,3816,1.3万,1万+,3816
12:07:00,3930,1.3万,1万+,3930
12:07:10,3816,1.3万,1万+,3816
12:07:12,4279,1.5万,1万+,4279
12:07:20,4279,1.5万,1万+,4279
12:07:24,4318,1.5万,1万+,4318
12:07:26,4344,1.5万,1万+,4344
12:07:28,4123,1.4万,1万+,4123
12:07:32,4426,1.6万,1万+,4426
12:07:40,4573,1.7万,1万+,4573
12:07:46,4573,1.7万,1万+,4573
12:07:52,4621,1.7万,1万+,4621
12:07:56,4621,1.7万,1万+,4621
12:07:58,4654,1.7万,1万+,4654
12:08:02,4754,1.8万,1万+,4754
12:08:04,4712,1.8万,1万+,4712
12:08:12,4685,1.7万,1万+,4685
12:08:22,4859,1.9万,1万+,4859
12:08:28,4899,1.9万,1万+,4899
12:08:34,5064,2.0万,2万+,5064
12:08:38,5064,2.0万,2万+,5064
12:08:42,4975,2.0万,1万+,4975
12:08:44,5064,2.0万,2万+,5064
12:08:54,5276,2.1万,2万+,5276
12:08:56,5352,2.2万,2万+,5352
12:08:58,5328,2.2万,2万+,5328
12:09:00,5431,2.2万,2万+,5431
12:09:04,5431,2.2万,2万+,5431
12:09:14,5498,2.3万,2万+,5498
12:09:16,5498,2.3万,2万+,5498
12:09:24,5498,2.3万,2万+,5498
12:09:28,5611,2.4万,2万+,5611
12:09:30,5431,2.2万,2万+,5431
12:09:40,5681,2.4万,2万+,5681
12:09:42,5754,2.5万,2万+,5754
12:09:50,5754,2.5万,2万+,5754
12:09:56,5707,2.5万,2万+,5707
12:09:58,5864,2.6万,2万+,5864
12:10:00,5681,2.4万,2万+,5681
12:10:02,5824,2.6万,2万+,5824
12:10:04,5911,2.6万,2万+,5911
12:10:08,5864,2.6万,2万+,5864
12:10:10,5784,2.5万,2万+,5784
12:10:20,5951,2.7万,2万+,5951
12:10:28,6063,2.8万,2万+,6063
12:10:30,6033,2.7万,2万+,6033
12:10:35,6120,2.8万,2万+,6120
12:10:42,6092,2.8万,2万+,6092
12:10:44,6213,2.8万,2万+,6213
12:10:46,6160,2.8万,2万+,6160
12:10:48,6213,2.8万,2万+,6213
12:10:56,6248,2.9万,2万+,6248
12:10:58,6092,2.8万,2万+,6092
12:11:00,6367,3.0万,2万+,6367
12:11:02,6300,2.9万,2万+,6300
12:11:10,6414,3.0万,3万+,6414
12:11:12,6366,3.0万,3万+,6366
12:11:20,6414,3.0万,3万+,6414
12:11:24,6414,3.0万,3万+,6414
12:11:26,6534,3.2万,3万+,6534
12:11:28,6542,3.2万,3万+,6542
12:11:30,6465,3.1万,3万+,6465
12:11:32,6465,3.1万,3万+,6465
12:11:34,6534,3.2万,3万+,6534
12:11:41,6542,3.2万,3万+,6542
12:11:50,6542,3.2万,3万+,6542
12:11:52,6592,3.3万,3万+,6592
12:11:58,6592,3.3万,3万+,6592
12:12:00,6771,3.3万,3万+,6771
12:12:04,6817,3.3万,3万+,6817
12:12:08,6817,3.3万,3万+,6817
12:12:18,7014,3.5万,3万+,7014
12:12:26,7059,3.5万,3万+,7059
12:12:28,7059,3.5万,3万+,7059
12:12:30,6871,3.4万,3万+,6871
12:12:34,7059,3.5万,3万+,7059
12:12:38,7059,3.5万,3万+,7059
12:12:44,7215,3.6万,3万+,7215
12:12:46,7282,3.7万,3万+,7282
12:12:48,7148,3.6万,3万+,7148
12:12:56,7341,3.8万,3万+,7341
12:12:58,7282,3.7万,3万+,7282
12:13:00,7282,3.7万,3万+,7282
12:13:04,7341,3.8万,3万+,7341
12:13:14,7470,3.9万,3万+,7470
12:13:24,7470,3.9万,3万+,7470
12:13:26,7542,4.0万,3万+,7542
12:13:28,7518,4.0万,3万+,7518
12:13:30,7542,4.0万,3万+,7542
12:13:36,7470,3.9万,3万+,7470
12:13:40,7586,4.0万,4万+,7586
12:13:44,7586,4.0万,4万+,7586
12:13:54,7663,4.1万,4万+,7663
12:13:58,7661,4.1万,4万+,7661
12:14:00,7663,4.1万,4万+,7663
12:14:06,7734,4.2万,4万+,7734
12:14:12,7767,4.2万,4万+,7767
12:14:22,7863,4.3万,4万+,7863
12:14:28,7863,4.3万,4万+,7863
12:14:30,7929,4.3万,4万+,7929
12:14:34,7863,4.3万,4万+,7863
12:14:36,7974,4.4万,4万+,7974
12:14:40,7929,4.3万,4万+,7929
12:14:44,7929,4.3万,4万+,7929
12:14:54,7863,4.3万,4万+,7863
12:14:58,8031,4.5万,4万+,8031
12:15:00,8078,4.5万,4万+,8078
12:15:02,8078,4.5万,4万+,8078
12:15:10,8098,4.6万,4万+,8098
12:15:20,8183,4.7万,4万+,8183
12:15:26,8207,4.7万,4万+,8207
12:15:28,8183,4.7万,4万+,8183
12:15:30,8183,4.7万,4万+,8183
12:15:34,8274,4.8万,4万+,8274
12:15:36,8207,4.7万,4万+,8207
12:15:38,8207,4.7万,4万+,8207
12:15:40,8312,4.8万,4万+,8312
12:15:50,8207,4.7万,4万+,8207
12:15:56,8561,5.0万,4万+,8561
12:16:00,8274,4.8万,4万+,8274
12:16:06,8752,5.0万,5万+,8752
12:16:14,8855,5.1万,5万+,8855
12:16:24,8979,5.2万,5万+,8979
12:16:26,8855,5.1万,5万+,8855
12:16:30,8979,5.2万,5万+,8979
12:16:32,8979,5.2万,5万+,8979
12:16:38,8920,5.1万,5万+,8920
12:16:42,8561,5.0万,4万+,8561
12:16:52,9201,5.3万,5万+,9201
12:17:02,9186,5.3万,5万+,9186
12:17:10,9201,5.3万,5万+,9201
12:17:24,9183,5.3万,5万+,9183
12:17:28,9090,5.4万,5万+,9090
12:17:30,9078,5.5万,5万+,9078
12:17:36,9090,5.4万,5万+,9090
12:17:46,8997,5.6万,5万+,8997
12:17:48,8992,5.6万,5万+,8992
12:17:56,9013,5.6万,5万+,9013
12:18:00,9009,5.7万,5万+,9009
12:18:02,9022,5.5万,5万+,9022
12:18:06,8978,5.5万,5万+,8978
12:18:08,8997,5.6万,5万+,8997
12:18:16,9013,5.6万,5万+,9013
12:18:18,9013,5.6万,5万+,9013
12:18:26,9107,5.8万,5万+,9107
12:18:30,9041,5.7万,5万+,9041
