time,user_id,user_name,action,follow_count,grade,fans_club
2026-05-27 21:02:16,276666222904168,燃烧的胸毛,关注了主播,1233087,,
2026-05-27 21:02:17,111109738808,毛义波,关注了主播,1233087,[等级2],
2026-05-27 21:02:53,70069234641,咕噜咕噜,关注了主播,1233088,[等级15],[粉丝团 Lv8]
2026-05-27 21:03:02,127193519759707,云山半盏,关注了主播,1233090,[等级23],
2026-05-27 21:03:12,314937364709696,空欢,关注了主播,1233091,[等级21],
2026-05-27 21:03:48,3215399056845197,5u,关注了主播,1233092,[等级5],
2026-05-27 21:04:24,144772927853870,千视界,关注了主播,1233094,[等级16],
2026-05-27 21:04:25,7638222971555578937,各个,关注了主播,1233094,,
2026-05-27 21:05:18,53585034619,杨果果,关注了主播,1233091,[等级3],
2026-05-27 21:05:50,1374843089459080,冰冻梨,关注了主播,1233091,[等级9],
2026-05-27 21:05:53,7587360922965247025,组织者,关注了主播,1233092,[等级5],
2026-05-27 21:06:04,54218759527,凉面饼子,关注了主播,1233093,[等级14],
2026-05-27 21:06:08,3314385561326121,用户2151574666658,关注了主播,1233093,,
2026-05-27 21:07:17,2422957533309352,书荒救星铺,关注了主播,1233092,[等级26],
2026-05-27 21:07:28,338291604589676,离悸🍃,关注了主播,1233093,[等级35],
2026-05-27 21:08:41,3290158611053535,浪漫赋予晚風,关注了主播,1233095,[等级14],
2026-05-27 21:08:45,110581973028,無憂,关注了主播,1233094,[等级13],
2026-05-27 21:08:48,3707989511117293,Y I'll.,关注了主播,1233093,[等级3],
2026-05-27 21:11:25,4019417565635511,苡,关注了主播,1233093,[等级10],
2026-05-27 21:14:18,2115108586136219,唯爱❤️忘妳,关注了主播,1233092,[等级21],
2026-05-27 21:15:17,66840279691,艺术小黑狗.,关注了主播,1233091,[等级32],[粉丝团 Lv2]
2026-05-27 21:17:11,355879683112436,爆炒小明,关注了主播,1233089,[等级33],[粉丝团 Lv11]
2026-05-27 21:17:22,93705589951,听劝的犟种,关注了主播,1233091,[等级2],
2026-05-27 21:17:51,2362201093454699,我刚房费吴丰,关注了主播,1233091,[等级2],
2026-05-27 21:19:01,171119900636535,康巴汉子,关注了主播,1233090,,
2026-05-27 21:19:21,64231098693,明•,关注了主播,1233090,[等级4],[粉丝团 Lv4]
2026-05-27 21:20:03,60675751420,人间富贵花💸,关注了主播,1233091,,
2026-05-27 21:20:25,67926980766,Mr. Xiao,关注了主播,1233092,,
2026-05-27 21:20:42,4394087069262168,白不百,关注了主播,1233089,,
2026-05-27 21:21:40,4391923979140960,告别过去,关注了主播,1233084,[等级25],
2026-05-27 21:23:02,3916927600694892,风欲哭无泪,关注了主播,1233088,,
2026-05-27 21:23:09,2422964331229592,做个俗人,关注了主播,1233084,[等级19],
2026-05-27 21:23:53,1191499153541268,孔先森,关注了主播,1233084,[等级18],
2026-05-27 21:24:49,98802334917,开心就好呀,关注了主播,1233084,[等级7],
2026-05-27 21:25:58,301720426260739,🐠鱼🐠🐠🐠🐠🐠🐠🐠🐠?,关注了主播,1233083,[等级7],[粉丝团 Lv8]
2026-05-27 21:26:56,822049573961836,金鱼,关注了主播,1233083,[等级5],
2026-05-27 21:27:25,4074139124508473,kkoi,关注了主播,1233084,,
2026-05-27 21:30:40,7588097416010499109,天子笑,关注了主播,1233085,,
