time,current,total_pv,total_user,online_anchor
2026-05-08 21:03:48,2415,4245,4245,2415
2026-05-08 21:03:48,2415,4245,4245,2415
2026-05-08 21:03:49,2681,4978,4978,2681
2026-05-08 21:03:50,2580,4754,4754,2580
2026-05-08 21:03:52,2767,5228,5228,2767
2026-05-08 21:04:02,2850,5478,5478,2850
2026-05-08 21:04:10,3160,6402,6402,3160
2026-05-08 21:04:12,2985,5668,5668,2985
2026-05-08 21:04:14,2767,5228,5228,2767
2026-05-08 21:04:16,3238,6796,6796,3238
2026-05-08 21:04:18,2850,5478,5478,2850
2026-05-08 21:04:22,3040,5902,5902,3040
2026-05-08 21:04:26,3238,6796,6796,3238
2026-05-08 21:04:28,3415,7450,7450,3415
2026-05-08 21:04:30,3160,6402,6402,3160
2026-05-08 21:04:32,3415,7450,7450,3415
2026-05-08 21:04:43,3344,7076,7076,3344
2026-05-08 21:04:46,3415,7450,7450,3415
2026-05-08 21:04:48,3481,7732,7732,3481
2026-05-08 21:04:50,3415,7450,7450,3415
2026-05-08 21:04:52,3612,8329,8329,3612
2026-05-08 21:05:02,3612,8329,8329,3612
2026-05-08 21:05:12,3612,8329,8329,3612
2026-05-08 21:05:14,3688,8809,8809,3688
2026-05-08 21:05:18,3612,8329,8329,3612
2026-05-08 21:05:20,3821,9256,9256,3821
2026-05-08 21:05:24,3612,8329,8329,3612
2026-05-08 21:05:34,3821,9256,9256,3821
2026-05-08 21:05:44,4404,1.1万,1万+,4404
2026-05-08 21:05:46,4171,1.1万,1万+,4171
2026-05-08 21:05:48,4171,1.1万,1万+,4171
2026-05-08 21:05:52,4330,1.1万,1万+,4330
2026-05-08 21:06:04,4106,1.0万,1万+,4106
2026-05-08 21:06:12,4404,1.1万,1万+,4404
2026-05-08 21:06:18,4662,1.2万,1万+,4662
2026-05-08 21:06:22,4564,1.2万,1万+,4564
2026-05-08 21:06:32,4564,1.2万,1万+,4564
2026-05-08 21:06:34,4951,1.4万,1万+,4951
2026-05-08 21:06:38,5065,1.4万,1万+,5065
2026-05-08 21:06:42,4888,1.3万,1万+,4888
2026-05-08 21:06:44,4888,1.3万,1万+,4888
2026-05-08 21:06:48,4794,1.3万,1万+,4794
2026-05-08 21:06:50,4330,1.1万,1万+,4330
2026-05-08 21:06:56,4888,1.3万,1万+,4888
2026-05-08 21:06:59,4951,1.4万,1万+,4951
2026-05-08 21:07:08,5132,1.4万,1万+,5132
2026-05-08 21:07:10,5192,1.4万,1万+,5192
2026-05-08 21:07:19,5223,1.5万,1万+,5223
2026-05-08 21:07:24,5223,1.5万,1万+,5223
2026-05-08 21:07:26,5223,1.5万,1万+,5223
2026-05-08 21:07:34,5401,1.6万,1万+,5401
2026-05-08 21:07:45,5192,1.4万,1万+,5192
2026-05-08 21:07:46,5326,1.5万,1万+,5326
2026-05-08 21:07:48,5594,1.7万,1万+,5594
2026-05-08 21:07:52,5655,1.7万,1万+,5655
2026-05-08 21:07:58,5714,1.7万,1万+,5714
2026-05-08 21:08:08,5655,1.7万,1万+,5655
2026-05-08 21:08:18,5714,1.7万,1万+,5714
2026-05-08 21:08:24,5942,1.8万,1万+,5942
2026-05-08 21:08:26,6004,1.8万,1万+,6004
2026-05-08 21:08:35,5981,1.8万,1万+,5981
2026-05-08 21:08:44,5797,1.7万,1万+,5797
2026-05-08 21:08:46,5981,1.8万,1万+,5981
2026-05-08 21:08:48,6096,1.9万,1万+,6096
2026-05-08 21:08:50,6156,1.9万,1万+,6156
2026-05-08 21:08:52,6156,1.9万,1万+,6156
2026-05-08 21:08:54,5981,1.8万,1万+,5981
2026-05-08 21:09:04,6206,1.9万,1万+,6206
2026-05-08 21:09:06,6284,2.0万,1万+,6284
2026-05-08 21:09:14,6121,1.9万,1万+,6121
2026-05-08 21:09:16,6337,2.0万,2万+,6337
