time,current,total_pv,total_user,online_anchor
2026-05-10 21:03:42,2320,4342,4342,2320
2026-05-10 21:03:44,2215,3867,3867,2215
2026-05-10 21:03:45,2320,4342,4342,2320
2026-05-10 21:03:46,2453,4586,4586,2453
2026-05-10 21:03:50,1983,3344,3344,1983
2026-05-10 21:03:56,2453,4586,4586,2453
2026-05-10 21:04:02,2848,5780,5780,2848
2026-05-10 21:04:08,2320,4342,4342,2320
2026-05-10 21:04:14,2891,6012,6012,2891
2026-05-10 21:04:16,2848,5780,5780,2848
2026-05-10 21:04:26,2848,5780,5780,2848
2026-05-10 21:04:36,2965,6206,6206,2965
2026-05-10 21:04:42,2891,6012,6012,2891
2026-05-10 21:04:44,3190,7036,7036,3190
2026-05-10 21:04:47,3151,6912,6912,3151
2026-05-10 21:04:48,3151,6912,6912,3151
2026-05-10 21:04:50,2965,6206,6206,2965
2026-05-10 21:04:55,3069,6560,6560,3069
2026-05-10 21:05:02,3475,8156,8156,3475
2026-05-10 21:05:08,3306,7517,7517,3306
2026-05-10 21:05:16,3404,7883,7883,3404
2026-05-10 21:05:18,3306,7517,7517,3306
2026-05-10 21:05:21,3475,8156,8156,3475
2026-05-10 21:05:28,3475,8156,8156,3475
2026-05-10 21:05:30,3404,7883,7883,3404
2026-05-10 21:05:38,3766,9555,9555,3766
2026-05-10 21:05:40,3766,9555,9555,3766
2026-05-10 21:05:48,3965,1.0万,1万+,3965
2026-05-10 21:05:50,3638,8899,8899,3638
2026-05-10 21:05:57,4053,1.0万,1万+,4053
2026-05-10 21:06:06,3843,9689,9689,3843
2026-05-10 21:06:10,4367,1.2万,1万+,4367
2026-05-10 21:06:12,4187,1.1万,1万+,4187
2026-05-10 21:06:14,4187,1.1万,1万+,4187
2026-05-10 21:06:16,4053,1.0万,1万+,4053
2026-05-10 21:06:18,4053,1.0万,1万+,4053
2026-05-10 21:06:20,4187,1.1万,1万+,4187
2026-05-10 21:06:26,4053,1.0万,1万+,4053
2026-05-10 21:06:36,4187,1.1万,1万+,4187
2026-05-10 21:06:46,4307,1.1万,1万+,4307
2026-05-10 21:06:50,4606,1.3万,1万+,4606
2026-05-10 21:06:52,4547,1.3万,1万+,4547
2026-05-10 21:06:54,4520,1.2万,1万+,4520
2026-05-10 21:07:00,4520,1.2万,1万+,4520
2026-05-10 21:07:02,4606,1.3万,1万+,4606
2026-05-10 21:07:10,4606,1.3万,1万+,4606
2026-05-10 21:07:20,4968,1.5万,1万+,4968
2026-05-10 21:07:22,5033,1.5万,1万+,5033
2026-05-10 21:07:28,4850,1.4万,1万+,4850
2026-05-10 21:07:38,4850,1.4万,1万+,4850
2026-05-10 21:07:48,5167,1.5万,1万+,5167
2026-05-10 21:07:50,4968,1.5万,1万+,4968
2026-05-10 21:07:52,5250,1.6万,1万+,5250
2026-05-10 21:07:56,5250,1.6万,1万+,5250
2026-05-10 21:07:58,5167,1.5万,1万+,5167
2026-05-10 21:08:08,5276,1.6万,1万+,5276
2026-05-10 21:08:10,5276,1.6万,1万+,5276
