time,user_id,user_name,gift_name,gift_count,diamond_total,grade,fans_club
2026-05-22 12:04:14,94797133990,LeLe~,粉丝团灯牌,1,1,[等级22],[粉丝团 Lv12]
2026-05-22 12:04:14,1798455941401880,了乌庐,粉丝团灯牌,1,1,[等级32],[粉丝团 Lv13]
2026-05-22 12:04:14,4007100844350919,常州摩瑞,粉丝团灯牌,1,1,[等级24],[粉丝团 Lv14]
2026-05-22 12:04:14,93903182574,蟹,粉丝团灯牌,1,1,[等级11],[粉丝团 Lv10]
2026-05-22 12:04:14,2568050128216797,・半球・,粉丝团灯牌,1,1,[等级20],[粉丝团 Lv14]
2026-05-22 12:04:14,334672537074647,Oo,粉丝团灯牌,1,1,[等级13],[粉丝团 Lv10]
2026-05-22 12:04:14,104478392344,黑风寨,粉丝团灯牌,1,1,[等级27],[粉丝团 Lv14]
2026-05-22 12:04:14,92188435408,Lu -,粉丝团灯牌,1,1,[等级30],[粉丝团 Lv11]
2026-05-22 12:04:14,3013139552021534,🦁🖤,点点星光,1,1,[等级32],[粉丝团:张君雅 Lv16]
2026-05-22 12:04:14,95871246227,ıu ƃuɐıx oɐɥ oʍ,粉丝团灯牌,1,1,[等级24],[粉丝团 Lv12]
2026-05-22 12:04:14,62514459079,再睡五分钟。,粉丝团灯牌,1,1,[等级14],[粉丝团 Lv10]
2026-05-22 12:04:14,55297650633,下次见面会有花吗,粉丝团灯牌,1,1,[等级21],[粉丝团 Lv10]
2026-05-22 12:04:14,2348209848452989,福安范HJ,粉丝团灯牌,1,1,[等级2],[粉丝团 Lv1]
2026-05-22 12:04:14,4375684592971389,旺财是只猫🐱,粉丝团灯牌,1,1,[等级13],[粉丝团 Lv11]
2026-05-22 12:04:14,4112632693398812,VII掦,粉丝团灯牌,1,1,[等级29],[粉丝团 Lv10]
2026-05-22 12:04:14,3707188871966251,想,粉丝团灯牌,1,1,[等级11],[粉丝团 Lv10]
2026-05-22 12:04:15,2203895102709048,纵横四海,粉丝团灯牌,1,1,[等级19],[粉丝团 Lv10]
2026-05-22 12:04:15,67505181829,馒头,粉丝团灯牌,1,1,[等级28],[粉丝团 Lv15]
2026-05-22 12:04:15,1989460539222873,龙记养生砂锅鸡煲官方号,粉丝团灯牌,1,1,[等级12],[粉丝团 Lv6]
2026-05-22 12:04:15,918830189382510,没想好名字,点亮粉丝团,1,1,[等级9],[粉丝团 Lv6]
2026-05-22 12:04:15,105133425736,她句,人气票,1,1,[等级30],[粉丝团 Lv10]
2026-05-22 12:04:16,918830189382510,没想好名字,点亮粉丝团,1,1,[等级9],[粉丝团 Lv6]
2026-05-22 12:04:16,98939375616,.晚晚💫,粉丝团灯牌,1,1,[等级14],[粉丝团 Lv10]
2026-05-22 12:04:16,105133425736,她句,人气票,1,1,[等级30],[粉丝团 Lv10]
2026-05-22 12:04:16,4321138370,一条小船,粉丝团灯牌,1,1,[等级13],[粉丝团 Lv13]
2026-05-22 12:04:16,72611948825,静静吖,粉丝团灯牌,1,1,[等级15],[粉丝团 Lv12]
2026-05-22 12:04:16,101665324172,睌,粉丝团灯牌,1,1,[等级24],[粉丝团 Lv12]
2026-05-22 12:04:16,65003542912,米其林肠粉,粉丝团灯牌,1,1,[等级34],[粉丝团 Lv10]
2026-05-22 12:04:16,3777572106678292,妉,粉丝团灯牌,1,1,[等级23],[粉丝团 Lv14]
2026-05-22 12:04:16,921866657348811,Iris,粉丝团灯牌,1,1,[等级10],[粉丝团 Lv6]
2026-05-22 12:04:16,59038173626,X-Y,粉丝团灯牌,1,1,[等级28],[粉丝团 Lv6]
2026-05-22 12:04:16,54955605104,抠鼻屎的牛,粉丝团灯牌,1,1,[等级21],[粉丝团 Lv8]
2026-05-22 12:04:16,75704339682,神秘人二阶,粉丝团灯牌,1,1,[等级28],[粉丝团 Lv8]
2026-05-22 12:04:16,73937081985,🌈爱你不如久伴你❤\_,粉丝团灯牌,1,1,[等级32],[粉丝团 Lv9]
2026-05-22 12:04:17,70057156492,无聊⁵¹⁰⁷⁴,粉丝团灯牌,1,1,[等级18],[粉丝团 Lv14]
2026-05-22 12:04:17,63993865109,Biāo哥,粉丝团灯牌,1,1,[等级23],[粉丝团 Lv12]
2026-05-22 12:04:17,3646435961350248,Fff,粉丝团灯牌,1,1,[等级9],[粉丝团 Lv11]
2026-05-22 12:04:17,62735567258,研（微醺）,粉丝团灯牌,1,1,[等级35],[粉丝团 Lv16]
2026-05-22 12:04:18,99522832734,是有点蔡⁵¹⁰⁷⁴,粉丝团灯牌,1,1,[等级32],[粉丝团 Lv16]
2026-05-22 12:04:20,2190706767562894,楓୧⍤⃝🌊⃛𒅌꙳,粉丝团灯牌,1,1,[等级18],[粉丝团 Lv14]
2026-05-22 12:04:20,74404998803,十五是话唠,粉丝团灯牌,1,1,[等级21],[粉丝团 Lv11]
2026-05-22 12:04:20,75704339682,神秘人二阶,为你闪耀,1,9,[等级28],[粉丝团 Lv8]
2026-05-22 12:04:22,100521131794,໑ຼₒ໑ຼ₆ღ᭄搞钱要紧🕊꧔ꦿ᭄💞,粉丝团灯牌,1,1,[等级24],[粉丝团 Lv14]
2026-05-22 12:04:22,81195431231,我来也,粉丝团灯牌,1,1,[等级24],[粉丝团 Lv13]
2026-05-22 12:04:22,96449117332,是小罗(⊙o⊙)呀,粉丝团灯牌,1,1,[等级12],[粉丝团 Lv12]
2026-05-22 12:04:23,104232189951,꧁༺貝勒爺༻꧂²⁰²³SXT,粉丝团灯牌,1,1,[等级20],[粉丝团 Lv11]
2026-05-22 12:04:23,93153218346,🐬.,粉丝团灯牌,1,1,[等级15],[粉丝团 Lv11]
2026-05-22 12:04:23,75704339682,神秘人二阶,为你闪耀,1,9,[等级28],[粉丝团 Lv8]
