time,current,total_pv,total_user,online_anchor
2026-05-21 12:06:30,1879,2921,2921,1879
2026-05-21 12:06:30,1879,2921,2921,1879
2026-05-21 12:06:30,2119,3690,3690,2119
2026-05-21 12:06:31,1998,3279,3279,1998
2026-05-21 12:06:34,2182,3821,3821,2182
2026-05-21 12:06:44,2478,4699,4699,2478
2026-05-21 12:06:48,2560,4987,4987,2560
2026-05-21 12:06:50,2370,4358,4358,2370
2026-05-21 12:06:56,2560,4987,4987,2560
2026-05-21 12:07:04,2560,4987,4987,2560
2026-05-21 12:07:14,2815,5925,5925,2815
2026-05-21 12:07:16,2872,5925,5925,2872
2026-05-21 12:07:18,2754,5781,5781,2754
2026-05-21 12:07:20,3078,6775,6775,3078
2026-05-21 12:07:22,3022,6586,6586,3022
2026-05-21 12:07:24,2702,5428,5428,2702
2026-05-21 12:07:26,3078,6775,6775,3078
2026-05-21 12:07:28,2872,5925,5925,2872
2026-05-21 12:07:30,3078,6775,6775,3078
2026-05-21 12:07:32,2943,6250,6250,2943
2026-05-21 12:07:40,3258,7670,7670,3258
2026-05-21 12:07:44,3387,7981,7981,3387
2026-05-21 12:07:46,2943,6250,6250,2943
2026-05-21 12:07:48,3213,7366,7366,3213
2026-05-21 12:07:52,3387,7981,7981,3387
2026-05-21 12:07:58,3213,7366,7366,3213
2026-05-21 12:08:02,3459,8459,8459,3459
2026-05-21 12:08:04,3459,8459,8459,3459
2026-05-21 12:08:08,3716,9283,9283,3716
2026-05-21 12:08:14,3716,9283,9283,3716
2026-05-21 12:08:16,3847,9858,9858,3847
2026-05-21 12:08:18,3716,9283,9283,3716
2026-05-21 12:08:20,3503,8604,8604,3503
2026-05-21 12:08:24,3716,9283,9283,3716
2026-05-21 12:08:34,3847,9858,9858,3847
2026-05-21 12:08:44,4405,1.2万,1万+,4405
2026-05-21 12:08:48,4336,1.1万,1万+,4336
2026-05-21 12:08:50,3847,9858,9858,3847
2026-05-21 12:08:54,4207,1.1万,1万+,4207
2026-05-21 12:09:04,4497,1.2万,1万+,4497
2026-05-21 12:09:16,4715,1.4万,1万+,4715
2026-05-21 12:09:18,4820,1.5万,1万+,4820
2026-05-21 12:09:20,4751,1.4万,1万+,4751
2026-05-21 12:09:26,4820,1.5万,1万+,4820
2026-05-21 12:09:32,4891,1.5万,1万+,4891
2026-05-21 12:09:36,4861,1.5万,1万+,4861
2026-05-21 12:09:40,5113,1.7万,1万+,5113
2026-05-21 12:09:52,5293,1.8万,1万+,5293
2026-05-21 12:09:56,5293,1.8万,1万+,5293
2026-05-21 12:09:58,5293,1.8万,1万+,5293
2026-05-21 12:10:00,5404,1.8万,1万+,5404
2026-05-21 12:10:08,5568,1.9万,1万+,5568
2026-05-21 12:10:16,5530,1.9万,1万+,5530
2026-05-21 12:10:22,5704,2.0万,1万+,5704
2026-05-21 12:10:24,5790,2.1万,2万+,5790
2026-05-21 12:10:28,5765,2.0万,2万+,5765
2026-05-21 12:10:30,5293,1.8万,1万+,5293
2026-05-21 12:10:34,5704,2.0万,1万+,5704
2026-05-21 12:10:40,5894,2.2万,2万+,5894
2026-05-21 12:10:50,6013,2.3万,2万+,6013
2026-05-21 12:10:52,5972,2.3万,2万+,5972
