time,user_id,user_name,action,follow_count,grade,fans_club
2026-05-28 21:04:15,3109029403169331,名字不长,关注了主播,1233759,[等级17],
2026-05-28 21:07:00,3405624925756044,W泽川,关注了主播,1233758,,
2026-05-28 21:08:09,4218147673213095,North.,关注了主播,1233760,[等级17],
2026-05-28 21:08:11,3987308467194171,失望,关注了主播,1233760,,
2026-05-28 21:08:45,83481386531,dhuk,关注了主播,1233764,[等级1],
2026-05-28 21:09:15,64306104253,一叶舟,关注了主播,1233760,[等级14],
2026-05-28 21:10:48,1979557971254603,锦衣,关注了主播,1233756,[等级5],
2026-05-28 21:10:51,71903001413,阿杗,关注了主播,1233757,[等级8],
2026-05-28 21:11:27,68272010969,是自由^^,关注了主播,1233757,[等级11],
2026-05-28 21:11:30,74602218086,风停,关注了主播,1233757,[等级31],
2026-05-28 21:11:36,1965530826408558,白米饭🍚,关注了主播,1233760,[等级26],
2026-05-28 21:12:25,98144492639,五彩斑斓的黑,关注了主播,1233758,[等级1],
2026-05-28 21:12:29,3175841434442110,🤏,关注了主播,1233758,[等级22],[粉丝团 Lv6]
2026-05-28 21:12:44,25978982636126,洪尘飞扬,关注了主播,1233760,[等级19],[粉丝团 Lv11]
2026-05-28 21:14:16,2749231724759597,故里@没有你,关注了主播,1233761,[等级7],
2026-05-28 21:14:30,3987253637168392,久别的人,关注了主播,1233763,[等级14],
2026-05-28 21:14:44,61562251059,良子来点石锤,关注了主播,1233763,[等级17],
2026-05-28 21:15:03,7454638235819738171,安安,关注了主播,1233763,,
2026-05-28 21:15:07,93614839470,BHY,关注了主播,1233763,[等级10],
2026-05-28 21:15:07,92781486278263,哇哇哇哇哇,关注了主播,1233763,[等级13],
2026-05-28 21:15:08,3626654811315203,希欢洁,关注了主播,1233769,[等级2],
2026-05-28 21:15:14,7474188067869361211,虔诚,关注了主播,1233769,[等级10],
2026-05-28 21:15:21,605169173408112,小脑斧,关注了主播,1233769,,
2026-05-28 21:15:31,4442456279745128,3Milo,关注了主播,1233770,[等级25],
2026-05-28 21:15:36,98037723393,卫雅麒,关注了主播,1233770,[等级3],
2026-05-28 21:15:37,2563701348763390,兰陵王,关注了主播,1233770,[等级29],
2026-05-28 21:16:46,3197006958827484,轻舟已过万重山,关注了主播,1233769,[等级3],[粉丝团 Lv4]
2026-05-28 21:17:51,1834422105282156,华信,关注了主播,1233771,,
2026-05-28 21:17:52,108976965312,叫我坤哥,关注了主播,1233770,[等级15],
2026-05-28 21:17:54,1834422105282156,华信,关注了主播,1233772,,
2026-05-28 21:18:08,2555742988012647,老肩巨滑¹⁵²²⁵,关注了主播,1233772,[等级24],
2026-05-28 21:18:15,7518419864085791801,南栀,关注了主播,1233773,,
2026-05-28 21:18:18,59189857165,陆陆🦌,关注了主播,1233774,[等级8],
2026-05-28 21:18:23,71016938347,小曾车行,关注了主播,1233774,[等级20],
2026-05-28 21:18:37,76207433063,吳,关注了主播,1233777,[等级12],
2026-05-28 21:18:58,2033470578629724,网瘾酸菜鱼,关注了主播,1233780,,
2026-05-28 21:20:47,3081291417265774,七安🫧ᐝ,关注了主播,1233767,[等级15],
2026-05-28 21:21:10,93533315623,阿羡,关注了主播,1233777,[等级30],
2026-05-28 21:21:12,1667289427224536,董双龙,关注了主播,1233779,[等级18],
2026-05-28 21:21:53,712131253386887,波2127,关注了主播,1233782,[等级30],
2026-05-28 21:22:17,3658796042560168,乘风破浪,关注了主播,1233780,[等级30],
2026-05-28 21:22:23,93417681796,糯米几,关注了主播,1233782,[等级22],
2026-05-28 21:23:34,104343898441,坏蛋,关注了主播,1233783,[等级4],[粉丝团 Lv2]
2026-05-28 21:25:09,83287215940,QIUss,关注了主播,1233781,[等级2],
2026-05-28 21:25:15,96788335849,行行,关注了主播,1233786,[等级13],
2026-05-28 21:25:41,1031806961073946,忧郁的绷住,关注了主播,1233785,[等级3],
2026-05-28 21:26:00,1447377622546109,♠️黑桃K,关注了主播,1233787,[等级20],
2026-05-28 21:26:10,1513405114485687,墨临轩,关注了主播,1233788,[等级7],
2026-05-28 21:26:11,1513405114485687,墨临轩,关注了主播,1233788,[等级7],
2026-05-28 21:26:40,1820390119971927,是哆咪吖,关注了主播,1233788,[等级14],
2026-05-28 21:26:48,56968373701,家有儿女,关注了主播,1233790,[等级5],
2026-05-28 21:29:18,2595272725897934,A先生,关注了主播,1233792,[等级15],
2026-05-28 21:29:42,3857552034765268,白白,关注了主播,1233793,[等级1],
2026-05-28 21:30:54,92763665698,木子🌈🌈🌈,关注了主播,1233794,[等级9],
2026-05-28 21:31:46,55129687396,清风徐来,关注了主播,1233792,[等级18],
2026-05-28 21:32:02,1821207072358147,唔西迪西,关注了主播,1233797,[等级14],[粉丝团 Lv4]
2026-05-28 21:32:19,2015833568599355,TiTMng,关注了主播,1233798,,
2026-05-28 21:32:28,1679663209394263,钟进,关注了主播,1233799,,
2026-05-28 21:32:43,7547749642789405755,心脉受损,关注了主播,1233800,[等级1],
2026-05-28 21:32:43,7547749642789405755,心脉受损,关注了主播,1233799,[等级1],
2026-05-28 21:33:09,7642042626581791801,用户6191329522868,关注了主播,1233801,,
2026-05-28 21:34:36,1581531099039978,們,关注了主播,1233799,[等级5],
2026-05-28 21:34:38,110362897651,二一而已,关注了主播,1233805,[等级4],
2026-05-28 21:34:50,68648530544,阳光老男孩,关注了主播,1233804,[等级5],
2026-05-28 21:34:52,93642016548,昱川哲,关注了主播,1233806,[等级7],
2026-05-28 21:34:53,4344894778522635,꧔ꦿ℘,关注了主播,1233806,,
2026-05-28 21:34:55,73880171291,AA..无忧,关注了主播,1233810,[等级17],
2026-05-28 21:34:57,3375957193291219,青羽,关注了主播,1233811,,
2026-05-28 21:34:58,335774573141180,记住那个小孩,关注了主播,1233811,,
2026-05-28 21:35:00,1283864311379486,You,关注了主播,1233811,[等级10],
2026-05-28 21:35:01,4152198358636045,上海缘锭铝业有限公司官方号,关注了主播,1233816,[等级24],
2026-05-28 21:35:02,99958884210,⁹⁹⁺¹好运加载中,关注了主播,1233816,[等级2],
2026-05-28 21:35:03,62507354850,言午许,关注了主播,1233817,[等级2],
2026-05-28 21:35:17,3037298421151691,左与的工作日记,关注了主播,1233816,[等级10],
2026-05-28 21:35:26,100365241641,那个男人,关注了主播,1233816,[等级15],
2026-05-28 21:35:44,91778808388,孤天寂地,关注了主播,1233816,[等级10],
2026-05-28 21:35:46,800043682507035,安一夏,关注了主播,1233817,[等级2],
2026-05-28 21:36:51,59628743862,锁子,关注了主播,1233820,[等级25],[粉丝团 Lv10]
2026-05-28 21:37:11,103151827552,沪漂一族,关注了主播,1233821,[等级8],
2026-05-28 21:37:58,2552427602510665,拐拐柒,关注了主播,1233822,,
2026-05-28 21:38:02,104747231093,Breeze.,关注了主播,1233822,[等级34],
2026-05-28 21:38:34,3210165886649896,王撕葱,关注了主播,1233824,[等级16],[粉丝团 Lv12]
2026-05-28 21:39:06,62487193598,别吃了,关注了主播,1233825,[等级14],[粉丝团 Lv11]
2026-05-28 21:39:53,97605438714,可可·,关注了主播,1233824,[等级17],[粉丝团 Lv2]
2026-05-28 21:40:15,3573892506199828,ㅤ  ㅤㅤ,关注了主播,1233824,,
2026-05-28 21:41:16,3635455960559851,永燃的瞳术师,关注了主播,1233825,[等级13],
2026-05-28 21:41:52,1560901161335182,君常笑,关注了主播,1233825,[等级1],
2026-05-28 21:41:55,653548609611351,逍遥仙，，,关注了主播,1233826,,
2026-05-28 21:41:58,2353423262945661,！。,关注了主播,1233827,,
2026-05-28 21:42:42,64361894935,雅痞绅士,关注了主播,1233829,[等级10],
2026-05-28 21:43:17,1282447822305468,用户346119947890,关注了主播,1233828,,
2026-05-28 21:43:58,106419013198,Liberty,关注了主播,1233830,[等级15],[粉丝团 Lv2]
2026-05-28 21:44:07,86299321894,姜大浪🌊,关注了主播,1233832,[等级2],
2026-05-28 21:44:45,75896148556,糯叽叽烘焙-慧慧雪饼,关注了主播,1233833,[等级6],
2026-05-28 21:44:54,7475638893448578105,*GROZA突击步枪,关注了主播,1233833,[等级1],
2026-05-28 21:44:56,99164720119,@F·G,关注了主播,1233834,[等级24],
2026-05-28 21:45:09,4092860550878332,卡卡会🔥,关注了主播,1233831,[等级3],
2026-05-28 21:45:14,510587909969584,阿飛,关注了主播,1233836,[等级11],
2026-05-28 21:45:20,574363275633095,喜欢,关注了主播,1233836,,
2026-05-28 21:45:37,4172009819875235,desolate,关注了主播,1233836,,
2026-05-28 21:46:51,514984301835853,臣臣,关注了主播,1233837,[等级11],
2026-05-28 21:46:53,514984301835853,臣臣,关注了主播,1233836,[等级11],
2026-05-28 21:47:42,1591715021204350,深林麋了鹿,关注了主播,1233839,[等级17],
2026-05-28 21:47:45,7560926718547133499,微寡,关注了主播,1233841,[等级3],
2026-05-28 21:48:36,1925986103868621,纯眠薏,关注了主播,1233839,[等级15],
2026-05-28 21:48:38,85181092021,清凉,关注了主播,1233841,[等级14],[粉丝团 Lv10]
2026-05-28 21:49:13,73148175859,风,关注了主播,1233841,[等级29],
2026-05-28 21:50:18,65169722685,༄温ོྂཾ࿆༊࿆࿆ྂ情࿐,关注了主播,1233843,[等级36],
2026-05-28 21:51:05,62535338835,素颜未上烛装,关注了主播,1233844,[等级20],[粉丝团 Lv4]
2026-05-28 21:52:02,3830303757185624,穿饱y,关注了主播,1233843,[等级14],
2026-05-28 21:52:14,3540858060936515,寒芒,关注了主播,1233846,[等级9],
2026-05-28 21:52:33,111091289103,（｡ò ∀ ó｡）,关注了主播,1233846,[等级1],
2026-05-28 21:53:37,94816925077,兜兜里有糖,关注了主播,1233846,[等级16],
