time,user_id,user_name,count,total,grade,fans_club
12:04:00,55246311697,被田鸡一个大跳接一个肘击打晕在田里,8,6716,[等级15],[粉丝团 Lv15]
12:04:00,103385914436,过好现在,8,6716,[等级5],[粉丝团 Lv1]
12:04:00,50316196128,懒大王i,11,6751,[等级14],[粉丝团 Lv5]
12:04:01,63711727632,Mr.Duan,10,6751,[等级22],[粉丝团 Lv12]
12:04:01,55246311697,被田鸡一个大跳接一个肘击打晕在田里,8,6837,[等级15],[粉丝团 Lv15]
12:04:01,65564549653,寡王,7,6837,[等级23],[粉丝团 Lv8]
12:04:01,811913604769656,AAA电材唐总,6,6887,[等级4],[粉丝团 Lv6]
12:04:01,63711727632,Mr.Duan,11,6887,[等级22],[粉丝团 Lv12]
12:04:01,55246311697,被田鸡一个大跳接一个肘击打晕在田里,9,6967,[等级15],[粉丝团 Lv15]
12:04:01,103385914436,过好现在,9,6967,[等级5],[粉丝团 Lv1]
12:04:01,107662442756,老曾⁶¹⁷,3,7036,[等级20],[粉丝团 Lv11]
12:04:01,60479144065,䒕晗,11,7016,[等级13],[粉丝团 Lv9]
12:04:01,103385914436,过好现在,10,7132,[等级5],[粉丝团 Lv1]
12:04:01,55246311697,被田鸡一个大跳接一个肘击打晕在田里,10,7132,[等级15],[粉丝团 Lv15]
12:04:01,107662442756,老曾⁶¹⁷,2,7189,[等级20],[粉丝团 Lv11]
12:04:01,811913604769656,AAA电材唐总,10,7189,[等级4],[粉丝团 Lv6]
12:04:01,103385914436,过好现在,8,7279,[等级5],[粉丝团 Lv1]
12:04:01,55246311697,被田鸡一个大跳接一个肘击打晕在田里,7,7279,[等级15],[粉丝团 Lv15]
12:04:01,60479144065,䒕晗,10,7330,[等级13],[粉丝团 Lv9]
12:04:01,811913604769656,AAA电材唐总,10,7330,[等级4],[粉丝团 Lv6]
12:04:01,103385914436,过好现在,10,7408,[等级5],[粉丝团 Lv1]
12:04:01,55246311697,被田鸡一个大跳接一个肘击打晕在田里,8,7408,[等级15],[粉丝团 Lv15]
12:04:02,50316196128,懒大王i,12,7453,[等级14],[粉丝团 Lv5]
12:04:02,811913604769656,AAA电材唐总,10,7473,[等级4],[粉丝团 Lv6]
12:04:02,103385914436,过好现在,9,7539,[等级5],[粉丝团 Lv1]
12:04:02,55246311697,被田鸡一个大跳接一个肘击打晕在田里,9,7553,[等级15],[粉丝团 Lv15]
12:04:02,50316196128,懒大王i,7,7593,[等级14],[粉丝团 Lv5]
12:04:02,811913604769656,AAA电材唐总,11,7593,[等级4],[粉丝团 Lv6]
12:04:02,73698791111,素燃,4,7668,[等级18],[粉丝团 Lv12]
12:04:02,103385914436,过好现在,9,7668,[等级5],[粉丝团 Lv1]
12:04:03,3663228569664605,天空无云,10,7696,[等级15],[粉丝团 Lv11]
12:04:03,107662442756,老曾⁶¹⁷,7,7717,[等级20],[粉丝团 Lv11]
12:04:03,1632116048134312,冰,4,7777,[等级11],[粉丝团 Lv4]
12:04:03,103385914436,过好现在,10,7804,[等级5],[粉丝团 Lv1]
12:04:03,107662442756,老曾⁶¹⁷,14,7837,[等级20],[粉丝团 Lv11]
12:04:04,63711727632,Mr.Duan,11,7837,[等级22],[粉丝团 Lv12]
12:04:04,103385914436,过好现在,9,7921,[等级5],[粉丝团 Lv1]
12:04:04,73698791111,素燃,8,7921,[等级18],[粉丝团 Lv12]
12:04:05,2493327241396029,林芝朗朗美业发型设计,2,7962,[等级9],[粉丝团 Lv1]
12:04:05,50316196128,懒大王i,11,7972,[等级14],[粉丝团 Lv5]
12:04:06,73698791111,素燃,5,8048,[等级18],[粉丝团 Lv12]
12:04:06,55246311697,被田鸡一个大跳接一个肘击打晕在田里,8,8054,[等级15],[粉丝团 Lv15]
12:04:07,3663228569664605,天空无云,9,8098,[等级15],[粉丝团 Lv11]
12:04:07,50316196128,懒大王i,12,8108,[等级14],[粉丝团 Lv5]
12:04:08,103385914436,过好现在,10,8169,[等级5],[粉丝团 Lv1]
12:04:08,55246311697,被田鸡一个大跳接一个肘击打晕在田里,7,8169,[等级15],[粉丝团 Lv15]
12:04:09,864639857210395,老来回换,10,8234,[等级10],[粉丝团 Lv10]
12:04:09,60479144065,䒕晗,2,8234,[等级13],[粉丝团 Lv9]
12:04:10,73698791111,素燃,10,8309,[等级18],[粉丝团 Lv12]
12:04:10,3562849067598696,🎱,6,8309,[等级10],[粉丝团 Lv2]
12:04:11,50316196128,懒大王i,11,8361,[等级14],[粉丝团 Lv5]
12:04:11,864639857210395,老来回换,10,8364,[等级10],[粉丝团 Lv10]
12:04:12,73698791111,素燃,10,8430,[等级18],[粉丝团 Lv12]
12:04:12,103385914436,过好现在,9,8444,[等级5],[粉丝团 Lv1]
12:04:13,50316196128,懒大王i,11,8490,[等级14],[粉丝团 Lv5]
12:04:13,864639857210395,老来回换,10,8490,[等级10],[粉丝团 Lv10]
12:04:14,536197190925438,灵,1,8563,[等级9],[粉丝团 Lv8]
12:04:14,73698791111,素燃,8,8584,[等级18],[粉丝团 Lv12]
12:04:15,50316196128,懒大王i,10,8639,[等级14],[粉丝团 Lv5]
12:04:15,864639857210395,老来回换,10,8650,[等级10],[粉丝团 Lv10]
12:04:16,55246311697,被田鸡一个大跳接一个肘击打晕在田里,8,8729,[等级15],[粉丝团 Lv15]
12:04:16,73698791111,素燃,10,8719,[等级18],[粉丝团 Lv12]
