time,user_id,user_name,count,total,grade,fans_club
21:04:23,945207153268631,尹清棠·砚初,12,4306,[等级28],[粉丝团 Lv7]
21:04:23,1997187746108228,遠離,10,4384,,
21:04:23,105614299326,潵z悾尐誋憶,9,4370,[等级15],[粉丝团 Lv11]
21:04:24,1957599613040180,🍊困困🍊,2,4476,[等级11],
21:04:24,2931765790641260,勿…,10,4486,[等级4],[粉丝团 Lv1]
21:04:24,1746459369937245,成人学历☞专升本,8,4540,[等级7],[粉丝团 Lv1]
21:04:24,2448287037,ヾ茶凉酒寒,12,4540,[等级10],[粉丝团 Lv10]
21:04:24,1433401629347432,(￣.￣),9,4623,[等级17],[粉丝团 Lv10]
21:04:24,3073842156679725,『Ꮤ』,3,4632,[等级13],[粉丝团 Lv11]
21:04:24,65753960132,秋枫临渊·墨宸,12,4704,[等级18],[粉丝团 Lv8]
21:04:24,105614299326,潵z悾尐誋憶,2,4704,[等级15],[粉丝团 Lv11]
21:04:24,3073842156679725,『Ꮤ』,10,4799,[等级13],[粉丝团 Lv11]
21:04:24,2931765790641260,勿…,9,4809,[等级4],[粉丝团 Lv1]
21:04:24,98087388130,天杀,9,4881,[等级11],
21:04:24,1997187746108228,遠離,10,4881,,
21:04:24,87872643486,村口的过客,10,4985,[等级21],[粉丝团 Lv11]
21:04:24,3073842156679725,『Ꮤ』,10,4985,[等级13],[粉丝团 Lv11]
21:04:24,65753960132,秋枫临渊·墨宸,12,5056,[等级18],[粉丝团 Lv8]
21:04:24,1997187746108228,遠離,10,5062,,
21:04:25,3073842156679725,『Ꮤ』,11,5164,[等级13],[粉丝团 Lv11]
21:04:25,3853110172199261,吃点猫耳朵,5,5164,[等级10],[粉丝团 Lv9]
21:04:25,1746459369937245,成人学历☞专升本,10,5242,[等级7],[粉丝团 Lv1]
21:04:25,1997187746108228,遠離,9,5242,,
21:04:25,102979806651,笑笑,11,5373,[等级16],
21:04:25,1433401629347432,(￣.￣),9,5373,[等级17],[粉丝团 Lv10]
21:04:25,1997187746108228,遠離,11,5457,,
21:04:25,61072672391,LLLch,10,5472,[等级19],[粉丝团 Lv11]
21:04:26,3073842156679725,『Ꮤ』,12,5599,[等级13],[粉丝团 Lv11]
21:04:26,301720426260739,🐠鱼🐠🐠🐠🐠🐠🐠🐠🐠?,10,5609,[等级7],[粉丝团 Lv8]
21:04:26,1746459369937245,成人学历☞专升本,9,5669,[等级7],[粉丝团 Lv1]
21:04:26,1997187746108228,遠離,10,5669,,
21:04:26,3017532428002285,是柒柒,4,5776,[等级15],[粉丝团 Lv10]
21:04:26,3073842156679725,『Ꮤ』,10,5792,[等级13],[粉丝团 Lv11]
21:04:26,1997187746108228,遠離,9,5844,,
21:04:26,61072672391,LLLch,9,5857,[等级19],[粉丝团 Lv11]
21:04:26,73133140989,行稳致远,7,5949,[等级31],[粉丝团 Lv15]
21:04:26,1433401629347432,(￣.￣),9,5938,[等级17],[粉丝团 Lv10]
21:04:27,3975461109235819,心流,1,6010,[等级13],
21:04:27,1997187746108228,遠離,10,6010,,
21:04:28,2946315483621007,杪諒,5,6105,[等级31],[粉丝团 Lv10]
21:04:28,54955605104,抠鼻屎的牛,8,6090,[等级21],[粉丝团 Lv8]
21:04:29,1997187746108228,遠離,10,6181,,
21:04:31,109110948701,晚年不详,1,6192,[等级3],
21:04:31,73133140989,行稳致远,6,6270,[等级31],[粉丝团 Lv15]
21:04:31,3073842156679725,『Ꮤ』,10,6282,[等级13],[粉丝团 Lv11]
21:04:31,2448287037,ヾ茶凉酒寒,11,6358,[等级10],[粉丝团 Lv10]
21:04:31,61072672391,LLLch,10,6358,[等级19],[粉丝团 Lv11]
21:04:32,54955605104,抠鼻屎的牛,9,6450,[等级21],[粉丝团 Lv8]
21:04:32,73133140989,行稳致远,5,6450,[等级31],[粉丝团 Lv15]
21:04:33,1746459369937245,成人学历☞专升本,11,6511,[等级7],[粉丝团 Lv1]
21:04:34,61072672391,LLLch,9,6511,[等级19],[粉丝团 Lv11]
21:04:34,1433401629347432,(￣.￣),8,6586,[等级17],[粉丝团 Lv10]
21:04:34,54955605104,抠鼻屎的牛,9,6599,[等级21],[粉丝团 Lv8]
21:04:35,1746459369937245,成人学历☞专升本,11,6668,[等级7],[粉丝团 Lv1]
21:04:36,1997187746108228,遠離,9,6668,,
21:04:36,1433401629347432,(￣.￣),9,6741,[等级17],[粉丝团 Lv10]
21:04:36,3073842156679725,『Ꮤ』,10,6756,[等级13],[粉丝团 Lv11]
21:04:38,69424121556,兴安盟柳春五金机电商超,11,6843,[等级13],[粉丝团 Lv9]
21:04:38,1997187746108228,遠離,10,6843,,
21:04:38,1433401629347432,(￣.￣),7,6944,[等级17],[粉丝团 Lv10]
21:04:38,3073842156679725,『Ꮤ』,12,6958,[等级13],[粉丝团 Lv11]
21:04:39,7559277499412431932,王二狗,1,7040,,
21:04:39,61072672391,LLLch,9,7040,[等级19],[粉丝团 Lv11]
21:04:40,58535558438,ジ你唯愛办,11,7154,[等级15],[粉丝团 Lv2]
21:04:40,107662442756,老曾⁶¹⁷,3,7144,[等级20],[粉丝团 Lv11]
21:04:41,1746459369937245,成人学历☞专升本,12,7232,[等级7],[粉丝团 Lv1]
21:04:42,530428046355452,不经意亲你一口,16,7232,[等级34],[粉丝团 Lv9]
21:04:42,107662442756,老曾⁶¹⁷,12,7351,[等级20],[粉丝团 Lv11]
21:04:42,3073842156679725,『Ꮤ』,10,7358,[等级13],[粉丝团 Lv11]
21:04:43,61072672391,LLLch,10,7441,[等级19],[粉丝团 Lv11]
21:04:43,1997187746108228,遠離,9,7443,,
21:04:44,107662442756,老曾⁶¹⁷,10,7567,[等级20],[粉丝团 Lv11]
21:04:44,58535558438,ジ你唯愛办,2,7575,[等级15],[粉丝团 Lv2]
21:04:45,60993121321,现在就发财,20,7670,[等级10],[粉丝团 Lv7]
21:04:46,61072672391,LLLch,8,7670,[等级19],[粉丝团 Lv11]
21:04:46,94965786070,C.G,1,7777,[等级2],
21:04:46,107662442756,老曾⁶¹⁷,12,7790,[等级20],[粉丝团 Lv11]
21:04:48,3600230139824579,紫,4,7889,[等级17],[粉丝团 Lv9]
21:04:48,61072672391,LLLch,9,7889,[等级19],[粉丝团 Lv11]
21:04:48,417418513223076,汤小贱,2,7995,[等级12],
21:04:48,107662442756,老曾⁶¹⁷,6,7995,[等级20],[粉丝团 Lv11]
21:04:49,3600230139824579,紫,8,8119,[等级17],[粉丝团 Lv9]
21:04:50,61072672391,LLLch,9,8119,[等级19],[粉丝团 Lv11]
21:04:50,417418513223076,汤小贱,1,8211,[等级12],
21:04:50,107662442756,老曾⁶¹⁷,12,8225,[等级20],[粉丝团 Lv11]
21:04:51,4340464605212941,小鸭鸭,9,8327,[等级14],[粉丝团 Lv10]
21:04:51,3600230139824579,紫,11,8327,[等级17],[粉丝团 Lv9]
