time,user_id,user_name,action,follow_count,grade,fans_club
21:06:36,81302689475,九朔·,关注了主播,1209750,[等级27],
21:06:44,2260195788722775,蔚蓝的天,关注了主播,1209750,[等级9],[粉丝团 Lv4]
21:07:19,3368531702584679,小猫の雨天,关注了主播,1209751,,
21:07:42,4068641383914318,糖剥拂,关注了主播,1209751,[等级7],[粉丝团 Lv1]
21:09:14,873487537542281,一人一世界,关注了主播,1209750,,
21:09:14,739292721447648,嗯嗯嗯.,关注了主播,1209751,,
21:09:49,854776854091539,蕴琬霓商贸,关注了主播,1209751,,
21:10:40,7439720971819107390,龙牌石膏板，泰山石膏板，装修材料一站式。,关注了主播,1209751,[等级1],
21:12:33,2074101459714284,Serene·Xanadu,关注了主播,1209751,[等级11],[粉丝团 Lv2]
21:13:40,4297325659826136,@@,关注了主播,1209753,[等级18],[粉丝团 Lv7]
21:13:42,731611301153580,猫咪咕,关注了主播,1209754,,
21:13:53,2418531958527389,DYboys,关注了主播,1209754,[等级18],
21:14:06,99890101244,袁校长,关注了主播,1209756,[等级14],
21:15:03,1965514993700315,迈男,关注了主播,1209758,[等级4],
21:15:04,1965514993700315,迈男,关注了主播,1209758,[等级4],
21:15:11,68913473628,🌈Giii,关注了主播,1209757,[等级7],
21:16:17,248921365946573,阿亮@,关注了主播,1209758,[等级6],[粉丝团 Lv2]
21:16:27,98982505455,王有肾,关注了主播,1209758,[等级7],
21:17:51,71852099800,啊哈,关注了主播,1209760,[等级3],
21:18:03,1029600842884590,蜡笔小新,关注了主播,1209761,[等级13],
21:18:12,96654007789,依然_淡定,关注了主播,1209761,,
21:19:35,61239506587,胥日東剩🐒,关注了主播,1209757,[等级23],
21:20:15,64064933583,岁晚.,关注了主播,1209760,[等级11],[粉丝团 Lv1]
21:20:22,321483059499172,飘,关注了主播,1209760,,
21:21:20,4068608841097904,男配,关注了主播,1209761,,
21:22:27,104944124726,吉林《小宁》,关注了主播,1209759,[等级17],[粉丝团 Lv4]
21:23:02,7432187445053310010,訫,关注了主播,1209760,,
21:23:42,3183801640950984,冲出亚洲,关注了主播,1209763,[等级12],[粉丝团 Lv2]
21:23:43,4349319215857051,Shi.ZL,关注了主播,1209763,[等级5],
21:23:55,63935282314,Same⋆半斤八两✧,关注了主播,1209763,[等级11],
21:24:03,2049080671877332,迪娜,关注了主播,1209762,[等级9],
21:25:07,86930878721,208575572,关注了主播,1209762,,
21:25:15,4076637558935869,你好吗,关注了主播,1209762,[等级7],[粉丝团 Lv1]
21:26:08,174172278893683,嘟,关注了主播,1209764,[等级12],
21:26:34,3531231644888126,再回首,关注了主播,1209764,[等级25],
21:26:39,1165913686023880,◡̈ 𝙡̶̶̶𝙤̶̶̶𝙫̶̶̶,关注了主播,1209767,[等级8],
21:26:52,102469763314,牧之,关注了主播,1209768,[等级4],
21:28:08,73319166128,黄天霸地,关注了主播,1209767,[等级4],
21:28:25,3169207297259560,上海企业服务,关注了主播,1209770,[等级7],[粉丝团 Lv2]
21:28:56,43587296312919,এ᭄晴✨天℘࿐ᩚ,关注了主播,1209770,[等级24],[粉丝团 Lv5]
21:29:29,99083994146,强哥,关注了主播,1209769,[等级6],
21:30:27,2596387630096938,码的确,关注了主播,1209769,,
21:31:52,1822306487787273,失控（和平精英）,关注了主播,1209771,,
21:31:59,93110003411,✿Rebirth.ʚʕ̯•͡˔•̯᷅ʔɞ,关注了主播,1209771,[等级31],[粉丝团 Lv2]
21:32:06,7529576234226091066,u,关注了主播,1209772,,
21:32:43,98145427747,锦绣江南,关注了主播,1209773,[等级22],
21:34:33,59821708551,zw51161153,关注了主播,1209772,,
21:34:37,2373210757401360,吟难,关注了主播,1209774,[等级3],
21:34:37,2471348688664301,12.12,关注了主播,1209775,[等级5],
21:35:07,93234970157,鹤翼,关注了主播,1209775,[等级6],[粉丝团 Lv1]
21:35:15,108741941322,永恒的誓言,关注了主播,1209775,[等级3],
21:36:19,96313006521,江～河,关注了主播,1209776,[等级2],
21:36:29,1389383881595912,ℳঞꦿ尽࿆྆我࿆྆所࿆྆能ꦿ᭄,关注了主播,1209777,,
21:36:36,7619586476237554737,建虎$$,关注了主播,1209777,,
21:37:16,96863459156,狂奔的蜗牛,关注了主播,1209778,[等级3],
21:37:37,698890462438733,伟达草木业,关注了主播,1209779,[等级14],
21:37:37,3628830961708381,宁成💫,关注了主播,1209779,[等级28],
21:37:38,91701839920,OYINAXIMA,关注了主播,1209782,[等级8],
21:37:39,13000756900,川儿锅,关注了主播,1209782,[等级10],
21:37:57,2596415828931488,@千层（冲500粉）,关注了主播,1209781,,
21:38:02,84880484245,从化#顺风顺水,关注了主播,1209780,[等级4],
21:38:06,50666610683,@二哥,关注了主播,1209784,[等级34],
21:38:06,543579986995802,@Y.,关注了主播,1209787,,
21:38:06,585390657640765,邓迎春,关注了主播,1209787,[等级10],
21:38:07,88150399276,ZZZ,关注了主播,1209787,,
21:38:08,74359099041,ＯＭＬ,关注了主播,1209789,[等级6],
21:38:11,68619841808,依依233,关注了主播,1209789,[等级1],
21:38:25,3870754115159255,小茶先生,关注了主播,1209792,[等级13],
21:38:43,99360476854,紫荆花,关注了主播,1209792,[等级2],
21:38:56,60261058633,白了个白。,关注了主播,1209791,[等级12],
21:39:03,92982495837,演技派,关注了主播,1209793,[等级29],
21:39:07,3467200197047768,不酸的优酸乳,关注了主播,1209793,[等级1],
21:39:11,2445772474822247,白微我恁近,关注了主播,1209794,[等级1],
21:39:18,76465200087,NKololo,关注了主播,1209794,[等级17],
21:39:24,3483693791588060,凌,关注了主播,1209795,,
21:39:37,85650669622,leo,关注了主播,1209797,[等级8],
21:40:08,85026590546,半斤,关注了主播,1209795,,
21:40:11,60593522413,品格 阿凯（平安喜樂）,关注了主播,1209796,[等级13],
21:40:18,103676476423,AAAAA废品回收,关注了主播,1209797,[等级18],
21:40:43,3993877266311111,比奥迪还傲的女人,关注了主播,1209797,[等级22],
21:40:49,58514650260,夺笋,关注了主播,1209798,[等级6],
21:42:59,97528314959,地豆子滴小蘑菇🐒,关注了主播,1209793,[等级5],
21:43:59,2142278205584675,✯⸜( ᶿ̷ധ ᶿ̷)⸝✯,关注了主播,1209802,,
21:44:55,2714072123445475,以李服人,关注了主播,1209802,[等级12],
21:45:21,3173615189886396,尐尗,关注了主播,1209803,[等级20],
21:45:52,2282189027542541,齐天大胜,关注了主播,1209803,[等级11],
21:45:54,96653674556,duole,关注了主播,1209805,[等级9],
21:46:44,60309146748,小胡鸭北一小店—苗苗,关注了主播,1209808,[等级4],
21:46:45,3572744647348584,Ericojx,关注了主播,1209808,,
21:46:59,3081285324520671,ℒøṽℯ🥀余生随心ꦿ᭄࿐,关注了主播,1209808,[等级12],
21:47:30,104500165107,天圆地方,关注了主播,1209808,[等级4],
21:48:02,3472695944033978,用户12991146357,关注了主播,1209808,,
21:49:22,99348945267,打伞的鱼,关注了主播,1209808,[等级7],
21:50:48,2462519350800990,山外青山,关注了主播,1209811,[等级33],
21:51:14,2880330667658311,W.san,关注了主播,1209809,[等级16],
