time,user_id,user_name,gift_name,gift_count,diamond_total,grade,fans_club
20:55:35,2123910557733821,꯭青꯭山꯭ᴱʳⁱᶜ,粉丝团灯牌,1,1,[等级35],[粉丝团 Lv6]
20:55:35,83591897783,上瘾.🅴,小心心,1,1,[等级25],[粉丝团 Lv12]
20:55:35,83591897783,上瘾.🅴,小心心,3,3,[等级25],[粉丝团 Lv12]
20:55:35,3491651555175656,格🍷,小心心,1,1,[等级12],[粉丝团 Lv9]
20:55:35,59023608821,ViTa,入团卡,1,1,[等级23],
20:55:36,83591897783,上瘾.🅴,小心心,3,3,[等级25],[粉丝团 Lv12]
20:55:36,3307744355156168,万马奔腾（黑风寨小妖）,粉丝团灯牌,1,1,[等级32],[粉丝团 Lv15]
20:55:36,3491651555175656,格🍷,小心心,1,1,[等级12],[粉丝团 Lv9]
20:55:36,59023608821,ViTa,粉丝团灯牌,1,1,[等级23],[粉丝团 Lv1]
20:55:36,59023608821,ViTa,入团卡,1,1,[等级23],
20:55:37,95704462759,苏先生,暖阳Thuglife,1,99,[等级30],
20:55:37,88264707075,钱多多.,小心心,1,1,[等级11],[粉丝团 Lv4]
20:55:37,2382006444634928,小甜品,小心心,1,1,[等级5],
20:55:37,78284444978,𝗬𝘂,粉丝团灯牌,1,1,[等级34],[粉丝团 Lv10]
20:55:38,60675534472,好运爆彭💥,入团卡,1,1,[等级29],
20:55:38,1363004950579111,一生只为一个人,入团卡,1,1,[等级27],
20:55:38,101682047150,暮羊人,人气票,1,1,[等级25],[粉丝团 Lv3]
20:55:38,101682047150,暮羊人,人气票,3,3,[等级25],[粉丝团 Lv3]
20:55:38,80029317248,〃Ｓūń$ｈīńé,入团卡,1,1,[等级11],
20:55:38,101682047150,暮羊人,人气票,5,5,[等级25],[粉丝团 Lv3]
20:55:38,88264707075,钱多多.,小心心,1,1,[等级11],[粉丝团 Lv4]
20:55:38,101682047150,暮羊人,人气票,7,7,[等级25],[粉丝团 Lv3]
20:55:38,2382006444634928,小甜品,小心心,1,1,[等级5],
20:55:38,95307208343,心梦,入团卡,1,1,[等级26],
20:55:39,74171368792,。福珠º,入团卡,1,1,[等级10],
20:55:40,78963940768,堔惗,点亮粉丝团,1,1,[等级16],[粉丝团 Lv3]
20:55:40,1363004950579111,一生只为一个人,入团卡,1,1,[等级27],
20:55:40,60675534472,好运爆彭💥,入团卡,1,1,[等级29],
20:55:40,80029317248,〃Ｓūń$ｈīńé,入团卡,1,1,[等级11],
20:55:40,95997153128,一🍂一追寻,入团卡,1,1,[等级22],
20:55:41,101682047150,暮羊人,人气票,7,7,[等级25],[粉丝团 Lv3]
20:55:41,95704462759,苏先生,小心心,1,1,[等级30],
20:55:42,95307208343,心梦,入团卡,1,1,[等级26],
20:55:42,74171368792,。福珠º,入团卡,1,1,[等级10],
20:55:42,78963940768,堔惗,点亮粉丝团,1,1,[等级16],[粉丝团 Lv3]
20:55:44,95997153128,一🍂一追寻,入团卡,1,1,[等级22],
20:55:44,430610508692820,用户强哥,小心心,1,1,[等级12],
20:55:44,95704462759,苏先生,小心心,1,1,[等级30],
20:55:44,78963940768,堔惗,粉丝团灯牌,1,1,[等级16],[粉丝团 Lv3]
20:55:45,108892467169,深海之谜,小心心,1,1,[等级3],
20:55:46,78367773549,平平淡淡,点亮粉丝团,1,1,[等级6],[粉丝团 Lv2]
20:55:47,430610508692820,用户强哥,小心心,1,1,[等级12],
20:55:48,108892467169,深海之谜,小心心,1,1,[等级3],
20:55:49,78367773549,平平淡淡,点亮粉丝团,1,1,[等级6],[粉丝团 Lv2]
20:55:50,3905888516062215,My.Free wind,人气票,1,1,[等级9],
20:55:51,2057906794802893,🌈堆🎉,小心心,1,1,[等级13],
20:55:52,78367773549,平平淡淡,粉丝团灯牌,1,1,[等级6],[粉丝团 Lv2]
20:55:54,3905888516062215,My.Free wind,人气票,1,1,[等级9],
20:55:54,2057906794802893,🌈堆🎉,小心心,1,1,[等级13],
20:55:54,3905888516062215,My.Free wind,人气票,1,1,[等级9],
20:55:54,109976118451,康师,粉丝团灯牌,1,1,[等级10],[粉丝团 Lv7]
20:55:56,108892467169,深海之谜,小心心,1,1,[等级3],
20:55:57,3905888516062215,My.Free wind,人气票,1,1,[等级9],
20:55:59,108892467169,深海之谜,小心心,1,1,[等级3],
20:56:04,95704462759,苏先生,暖阳Thuglife,1,99,[等级30],
20:56:05,93265185669,L333333,点亮粉丝团,1,1,[等级38],[粉丝团 Lv8]
20:56:05,68167943652,🍭,点亮粉丝团,1,1,[等级11],[粉丝团 Lv2]
20:56:07,103940059469,freedom.,入团卡,1,1,[等级4],
20:56:07,93265185669,L333333,粉丝团灯牌,1,1,[等级38],[粉丝团 Lv8]
20:56:08,93265185669,L333333,点亮粉丝团,1,1,[等级38],[粉丝团 Lv8]
20:56:08,68167943652,🍭,点亮粉丝团,1,1,[等级11],[粉丝团 Lv2]
20:56:09,60724913712,爱翘毛的小猫,小心心,1,1,[等级11],[粉丝团 Lv2]
20:56:10,56574778807,王大仙,粉丝团灯牌,1,1,[等级26],[粉丝团 Lv3]
20:56:10,103940059469,freedom.,入团卡,1,1,[等级4],
20:56:12,60724913712,爱翘毛的小猫,小心心,1,1,[等级11],[粉丝团 Lv2]
20:56:23,97783187815,我是小白啊,入团卡,1,1,[等级10],
20:56:27,97783187815,我是小白啊,入团卡,1,1,[等级10],
20:56:30,85187865286,子修iᵛᵃᵉ,粉丝团灯牌,1,1,[等级22],[粉丝团 Lv10]
20:56:44,98382314219,逃不掉,小心心,1,1,[等级1],[粉丝团 Lv1]
20:56:45,100402409228,香草星冰乐,入团卡,1,1,[等级6],
20:56:48,93073653760,接待员 妮妮,你最好看,1,2,[等级13],
20:56:48,98382314219,逃不掉,小心心,1,1,[等级1],[粉丝团 Lv1]
20:56:48,110799297713,YRán,入团卡,1,1,[等级11],
20:56:48,100402409228,香草星冰乐,入团卡,1,1,[等级6],
20:56:48,62919363709,@_@耳东陈,点亮粉丝团,1,1,[等级27],[粉丝团 Lv1]
20:56:48,105516142640,A     yu丶,点亮粉丝团,1,1,[等级22],[粉丝团 Lv4]
20:56:49,100685089641,湖泊410见过薛之谦版,点亮粉丝团,1,1,[等级17],[粉丝团 Lv5]
20:56:50,95704462759,苏先生,入团卡,1,1,[等级30],
20:56:50,91676880914,红利哥(互),粉丝团灯牌,1,1,[等级20],[粉丝团 Lv8]
20:56:50,87869171242,༻҉ꦼ朵朵,粉丝团灯牌,1,1,[等级15],[粉丝团 Lv12]
20:56:50,93073653760,接待员 妮妮,你最好看,1,2,[等级13],
20:56:51,110799297713,YRán,入团卡,1,1,[等级11],
20:56:51,62919363709,@_@耳东陈,点亮粉丝团,1,1,[等级27],[粉丝团 Lv1]
20:56:52,105516142640,A     yu丶,点亮粉丝团,1,1,[等级22],[粉丝团 Lv4]
20:56:52,109723323373,🌈小时光,点亮粉丝团,1,1,[等级9],[粉丝团 Lv5]
20:56:52,3169242725225227,星河不负你,点亮粉丝团,1,1,[等级15],[粉丝团 Lv10]
20:56:52,100685089641,湖泊410见过薛之谦版,点亮粉丝团,1,1,[等级17],[粉丝团 Lv5]
20:56:52,95376124226,明、、,粉丝团灯牌,1,1,[等级17],[粉丝团 Lv9]
20:56:53,95704462759,苏先生,入团卡,1,1,[等级30],
20:56:54,96652093093,晚倾花,入团卡,1,1,[等级12],
20:56:54,109723323373,🌈小时光,点亮粉丝团,1,1,[等级9],[粉丝团 Lv5]
20:56:55,3169242725225227,星河不负你,点亮粉丝团,1,1,[等级15],[粉丝团 Lv10]
20:56:56,103229337031,念安,入团卡,1,1,[等级23],
20:56:56,3846535437629556,一杯雾,点亮粉丝团,1,1,[等级17],[粉丝团 Lv10]
20:56:57,96652093093,晚倾花,入团卡,1,1,[等级12],
20:56:59,103819132000,是噔噔啊,点亮粉丝团,1,1,[等级9],[粉丝团 Lv10]
20:56:59,103229337031,念安,入团卡,1,1,[等级23],
20:57:00,3846535437629556,一杯雾,点亮粉丝团,1,1,[等级17],[粉丝团 Lv10]
20:57:00,110603901177,巧克力老头,入团卡,1,1,[等级22],
20:57:02,103819132000,是噔噔啊,点亮粉丝团,1,1,[等级9],[粉丝团 Lv10]
20:57:03,110603901177,巧克力老头,入团卡,1,1,[等级22],
20:57:05,60919482408,太极老朋友∞姜真仁☯️,点亮粉丝团,1,9,[等级27],[粉丝团 Lv11]
20:57:06,93073653760,接待员 妮妮,小心心,1,1,[等级13],
20:57:07,60919482408,太极老朋友∞姜真仁☯️,粉丝团灯牌,1,1,[等级27],[粉丝团 Lv11]
20:57:07,60919482408,太极老朋友∞姜真仁☯️,点亮粉丝团,1,9,[等级27],[粉丝团 Lv11]
20:57:08,12454004496,骑牛奔跑,入团卡,1,1,[等级6],
20:57:08,110603901177,巧克力老头,粉丝团灯牌,1,1,[等级22],[粉丝团 Lv1]
20:57:08,103229337031,念安,粉丝团灯牌,1,1,[等级23],[粉丝团 Lv1]
20:57:09,93073653760,接待员 妮妮,小心心,1,1,[等级13],
20:57:10,12454004496,骑牛奔跑,入团卡,1,1,[等级6],
20:57:11,98213811968,_Moz,点亮粉丝团,1,1,[等级12],[粉丝团 Lv8]
20:57:11,98213811968,_Moz,粉丝团灯牌,1,1,[等级12],[粉丝团 Lv8]
20:57:12,98213811968,_Moz,点亮粉丝团,1,1,[等级12],[粉丝团 Lv8]
20:57:14,2612034505024835,大大怪将军,点亮粉丝团,1,1,[等级15],[粉丝团 Lv3]
20:57:15,1468597981428589,楊轩,粉丝团灯牌,1,1,[等级9],[粉丝团 Lv10]
