time,user_id,user_name,count,total,grade,fans_club
06:29:49,60704769499,狐狸对你笑,24,183309,[等级27],[粉丝团 Lv7]
06:29:49,60704769499,狐狸对你笑,24,183341,[等级27],[粉丝团 Lv7]
06:29:50,60704769499,狐狸对你笑,24,183354,[等级27],[粉丝团 Lv7]
06:29:51,2762447064401485,Griant,3,183370,[等级10],
06:29:51,60704769499,狐狸对你笑,24,183381,[等级27],[粉丝团 Lv7]
06:29:53,60704769499,狐狸对你笑,21,183397,[等级27],[粉丝团 Lv7]
06:29:55,60704769499,狐狸对你笑,24,183411,[等级27],[粉丝团 Lv7]
06:29:59,109863837675,萌,3,183434,[等级16],
06:30:01,60704769499,狐狸对你笑,21,183446,[等级27],[粉丝团 Lv7]
06:30:04,4213763892323272,L一月十一,21,183469,[等级19],[粉丝团 Lv7]
06:30:07,60704769499,狐狸对你笑,24,183489,[等级27],[粉丝团 Lv7]
06:30:11,99650366160,大帅（街头格斗）,24,183522,[等级6],
06:30:13,99650366160,大帅（街头格斗）,30,183544,[等级6],
06:30:15,1396852213957539,西楚,18,183568,[等级10],[粉丝团 Lv8]
06:30:19,99650366160,大帅（街头格斗）,21,183627,[等级6],
06:30:22,100523642280,天空之城（不要连赞）,15,183664,[等级5],
06:30:24,3689593107120935,晚歌,30,183761,[等级7],[粉丝团 Lv10]
06:30:27,1406995583473613,南桸,36,183807,[等级41],[粉丝团 Lv10]
06:30:30,3896267268438788,馋火锅了,36,183882,[等级23],[粉丝团 Lv10]
06:30:33,1406995583473613,南桸,33,183935,[等级41],[粉丝团 Lv10]
06:30:36,3896267268438788,馋火锅了,12,183981,[等级23],[粉丝团 Lv10]
06:30:39,1244253829991438,果酱不太甜,21,184027,[等级7],
06:30:42,3896267268438788,馋火锅了,15,184074,[等级23],[粉丝团 Lv10]
06:30:45,1244253829991438,果酱不太甜,24,184120,[等级7],
06:30:48,2590866089184749,ㅤㅤ  ㅤㅤㅤ  ︋︋︋︋︋,9,184155,,
06:30:51,1406995583473613,南桸,33,184225,[等级41],[粉丝团 Lv10]
06:30:54,2590866089184749,ㅤㅤ  ㅤㅤㅤ  ︋︋︋︋︋,24,184282,,
06:30:57,60704769499,狐狸对你笑,24,184354,[等级27],[粉丝团 Lv7]
06:31:01,60704769499,狐狸对你笑,24,184413,[等级27],[粉丝团 Lv7]
06:31:03,1244253829991438,果酱不太甜,30,184456,[等级7],
06:31:07,2590866089184749,ㅤㅤ  ㅤㅤㅤ  ︋︋︋︋︋,27,184537,,
06:31:09,1244253829991438,果酱不太甜,30,184630,[等级7],
06:31:13,96902132723,丁,3,184712,[等级8],
06:31:15,60704769499,狐狸对你笑,21,184795,[等级27],[粉丝团 Lv7]
06:31:19,2590866089184749,ㅤㅤ  ㅤㅤㅤ  ︋︋︋︋︋,24,184876,,
06:31:21,1244253829991438,果酱不太甜,36,184974,[等级7],
06:31:24,2590866089184749,ㅤㅤ  ㅤㅤㅤ  ︋︋︋︋︋,27,185042,,
06:31:27,1406995583473613,南桸,15,185120,[等级41],[粉丝团 Lv10]
06:31:30,2590866089184749,ㅤㅤ  ㅤㅤㅤ  ︋︋︋︋︋,27,185198,,
06:31:33,1406995583473613,南桸,36,185288,[等级41],[粉丝团 Lv10]
06:31:36,2590866089184749,ㅤㅤ  ㅤㅤㅤ  ︋︋︋︋︋,21,185357,,
06:31:39,1406995583473613,南桸,36,185434,[等级41],[粉丝团 Lv10]
06:31:43,3896267268438788,馋火锅了,27,185526,[等级23],[粉丝团 Lv10]
06:31:45,1244253829991438,果酱不太甜,21,185579,[等级7],
06:31:48,939430012533929,你好难哄,9,185654,[等级19],[粉丝团 Lv11]
06:31:52,2126919417205067,喜乐平安,15,185694,,
06:31:54,2590866089184749,ㅤㅤ  ㅤㅤㅤ  ︋︋︋︋︋,30,185724,,
06:31:57,1244253829991438,果酱不太甜,30,185761,[等级7],
06:32:01,2590866089184749,ㅤㅤ  ㅤㅤㅤ  ︋︋︋︋︋,27,185796,,
06:32:03,1244253829991438,果酱不太甜,33,185842,[等级7],
06:32:07,2590866089184749,ㅤㅤ  ㅤㅤㅤ  ︋︋︋︋︋,24,185878,,
06:32:09,1244253829991438,果酱不太甜,30,185928,[等级7],
06:32:13,2590866089184749,ㅤㅤ  ㅤㅤㅤ  ︋︋︋︋︋,24,185962,,
06:32:15,1244253829991438,果酱不太甜,27,186019,[等级7],
06:32:18,443841343660651,@故乡的云,3,186044,[等级2],
