time,current,total_pv,total_user,online_anchor
06:29:50,9629,32.4万,10万+,9629
06:29:50,9691,32.5万,10万+,9691
06:29:51,9658,32.4万,10万+,9658
06:29:51,9619,32.4万,10万+,9619
06:29:51,9691,32.5万,10万+,9691
06:29:56,9658,32.4万,10万+,9658
06:30:04,9761,32.5万,10万+,9761
06:30:14,9782,32.5万,10万+,9782
06:30:17,9761,32.5万,10万+,9761
06:30:22,9851,32.5万,10万+,9851
06:30:32,9851,32.5万,10万+,9851
06:30:42,9851,32.5万,10万+,9851
06:30:44,9916,32.6万,10万+,9916
06:30:46,9984,32.6万,10万+,9984
06:30:50,9984,32.6万,10万+,9984
06:31:00,9984,32.6万,10万+,9984
06:31:02,10060,32.6万,10万+,1.0万
06:31:10,10127,32.6万,10万+,1.0万
06:31:12,10088,32.6万,10万+,1.0万
06:31:14,10030,32.6万,10万+,1.0万
06:31:16,10088,32.6万,10万+,1.0万
06:31:20,10127,32.6万,10万+,1.0万
06:31:30,10142,32.7万,10万+,1.0万
06:31:32,10234,32.7万,10万+,1.0万
06:31:40,10234,32.7万,10万+,1.0万
06:31:42,10343,32.7万,10万+,1.0万
06:31:44,10383,32.8万,10万+,1.0万
06:31:46,10142,32.7万,10万+,1.0万
06:31:50,10383,32.8万,10万+,1.0万
06:31:52,10370,32.7万,10万+,1.0万
06:32:00,10475,32.8万,10万+,1.0万
06:32:10,10370,32.7万,10万+,1.0万
06:32:14,10383,32.8万,10万+,1.0万
06:32:16,10383,32.8万,10万+,1.0万
06:32:20,10541,32.8万,10万+,1.1万
06:32:30,10670,32.8万,10万+,1.1万
06:32:32,10616,32.8万,10万+,1.1万
06:32:40,10772,32.9万,10万+,1.1万
06:32:44,10696,32.8万,10万+,1.1万
06:32:46,10696,32.8万,10万+,1.1万
06:32:54,10956,32.9万,10万+,1.1万
06:33:00,10772,32.9万,10万+,1.1万
06:33:02,11053,32.9万,10万+,1.1万
06:33:04,11053,32.9万,10万+,1.1万
06:33:14,11013,33.0万,10万+,1.1万
06:33:16,11037,32.9万,10万+,1.1万
06:33:20,10956,32.9万,10万+,1.1万
06:33:26,11034,33.0万,10万+,1.1万
