time,current,total_pv,total_user,online_anchor
12:01:38,214,256,256,214
12:01:38,249,314,314,249
12:01:38,281,364,364,281
12:01:40,555,826,826,555
12:01:40,467,623,623,467
12:01:44,349,490,490,349
12:01:52,467,623,623,467
12:01:54,467,623,623,467
12:02:02,555,826,826,555
12:02:04,1121,1980,1980,1121
12:02:06,1029,1727,1727,1029
12:02:08,771,1271,1271,771
12:02:18,1121,1980,1980,1121
12:02:20,1432,2579,2579,1432
12:02:26,1541,2868,2868,1541
12:02:34,1541,2868,2868,1541
12:02:36,1722,3204,3204,1722
12:02:39,1541,2868,2868,1541
12:02:42,1889,3726,3726,1889
12:02:44,1889,3726,3726,1889
12:02:48,1889,3726,3726,1889
12:02:52,1889,3726,3726,1889
12:02:54,2169,4561,4561,2169
12:02:56,2169,4561,4561,2169
12:02:58,1889,3726,3726,1889
12:03:02,2259,4711,4711,2259
12:03:04,2362,4864,4864,2362
12:03:06,2131,4417,4417,2131
12:03:08,2308,4864,4864,2308
12:03:12,2362,4864,4864,2362
12:03:16,2169,4561,4561,2169
12:03:18,2592,5792,5792,2592
12:03:26,2592,5792,5792,2592
12:03:38,2632,5944,5944,2632
12:03:40,2793,6573,6573,2793
12:03:44,2871,6740,6740,2871
12:03:46,2964,7306,7306,2964
12:03:50,2964,7306,7306,2964
12:03:54,2871,6740,6740,2871
12:04:04,3029,7481,7481,3029
12:04:06,3085,7809,7809,3085
12:04:08,3085,7809,7809,3085
12:04:14,2964,7306,7306,2964
12:04:24,3085,7809,7809,3085
12:04:32,3385,9711,9711,3385
12:04:36,3306,9330,9330,3306
12:04:38,3483,1.0万,1万+,3483
12:04:48,3562,1.0万,1万+,3562
12:04:59,3691,1.1万,1万+,3691
12:05:00,3483,1.0万,1万+,3483
12:05:08,3807,1.2万,1万+,3807
12:05:10,3691,1.1万,1万+,3691
12:05:14,3933,1.2万,1万+,3933
12:05:16,3998,1.3万,1万+,3998
12:05:24,3898,1.2万,1万+,3898
12:05:34,4058,1.3万,1万+,4058
12:05:36,4204,1.4万,1万+,4204
12:05:38,3998,1.3万,1万+,3998
12:05:42,4135,1.3万,1万+,4135
12:05:44,4373,1.4万,1万+,4373
12:05:46,4373,1.4万,1万+,4373
12:05:48,4421,1.5万,1万+,4421
12:05:58,4421,1.5万,1万+,4421
12:06:00,4458,1.5万,1万+,4458
12:06:06,4458,1.5万,1万+,4458
12:06:08,4531,1.5万,1万+,4531
