time,current,total_pv,total_user,online_anchor
21:02:16,641,1010,1010,641
21:02:16,355,517,517,355
21:02:17,641,1010,1010,641
21:02:17,546,859,859,546
21:02:17,456,660,660,456
21:02:19,546,859,859,546
21:02:20,822,1315,1315,822
21:02:29,641,1010,1010,641
21:02:31,963,1581,1581,963
21:02:39,963,1581,1581,963
21:02:41,1117,1841,1841,1117
21:02:44,963,1581,1581,963
21:02:45,1117,1841,1841,1117
21:02:47,1117,1841,1841,1117
21:02:49,822,1315,1315,822
21:02:51,1117,1841,1841,1117
21:02:53,1117,1841,1841,1117
21:03:03,1620,2751,2751,1620
21:03:08,1463,2409,2409,1463
21:03:11,1620,2751,2751,1620
21:03:13,1620,2751,2751,1620
21:03:17,1620,2751,2751,1620
21:03:20,1853,3313,3313,1853
21:03:23,1762,3126,3126,1762
21:03:25,1463,2409,2409,1463
21:03:27,2061,3812,3812,2061
21:03:31,1853,3313,3313,1853
21:03:33,1947,3569,3569,1947
21:03:35,1620,2751,2751,1620
21:03:41,1947,3569,3569,1947
21:03:43,2061,3812,3812,2061
21:03:45,2239,4259,4259,2239
21:03:49,2128,4024,4024,2128
21:03:59,2462,5108,5108,2462
21:04:06,2462,5108,5108,2462
21:04:08,2526,5302,5302,2526
21:04:12,2526,5302,5302,2526
21:04:14,2462,5108,5108,2462
21:04:16,2462,5108,5108,2462
21:04:19,2526,5302,5302,2526
21:04:21,2239,4259,4259,2239
21:04:23,2462,5108,5108,2462
21:04:25,2526,5302,5302,2526
21:04:27,2325,4566,4566,2325
21:04:29,2726,5980,5980,2726
21:04:33,2726,5980,5980,2726
21:04:39,2823,6433,6433,2823
21:04:41,2648,5633,5633,2648
21:04:45,2648,5633,5633,2648
21:04:47,2526,5302,5302,2526
21:04:57,2823,6433,6433,2823
21:05:01,2648,5633,5633,2648
21:05:09,2920,6881,6881,2920
21:05:11,3087,7442,7442,3087
21:05:13,3022,7332,7332,3022
21:05:16,3087,7442,7442,3087
21:05:18,3087,7442,7442,3087
21:05:20,2920,6881,6881,2920
21:05:24,3087,7442,7442,3087
21:05:30,2920,6881,6881,2920
21:05:35,2526,5302,5302,2526
21:05:41,3155,7795,7795,3155
21:05:43,3471,8670,8670,3471
21:05:44,3087,7442,7442,3087
21:05:47,3347,8217,8217,3347
21:05:53,3512,8904,8904,3512
21:06:01,3471,8670,8670,3471
21:06:05,3650,9230,9230,3650
21:06:13,3650,9230,9230,3650
21:06:15,3419,8452,8452,3419
21:06:17,3650,9230,9230,3650
21:06:19,3563,9121,9121,3563
