time,user_id,user_name,action,follow_count,grade,fans_club
12:04:16,257762886947076,L10..,关注了主播,1208374,[等级9],
12:04:32,96559196132,It won't be me,关注了主播,1208373,[等级7],
12:04:37,59174646047,冲鸭,关注了主播,1208376,[等级10],
12:05:48,3553249422477854,浪涛,关注了主播,1208376,[等级19],[粉丝团 Lv1]
12:06:55,84722813533,当初的自己,关注了主播,1208376,[等级1],
12:07:09,86508625182,🚬小💞爷꧔ꦿ᭄,关注了主播,1208376,[等级40],
12:07:11,73812456234,李振伟,关注了主播,1208380,[等级13],[粉丝团 Lv5]
12:11:44,218158023318276,056,关注了主播,1208374,,
12:12:45,1656311890326824,脆皮但能打,关注了主播,1208375,[等级10],
12:13:04,97026769665,时光不语,关注了主播,1208377,[等级17],
12:13:54,2133500125775320,莱莱家🏠,关注了主播,1208377,[等级1],
12:14:33,626091204552890,用户168,关注了主播,1208375,,
12:14:43,22432958656344,弥望,关注了主播,1208375,[等级1],
12:15:06,4469965278952647,涵(｡•ˇ‸ˇ•｡),关注了主播,1208376,,
12:15:06,4469965278952647,涵(｡•ˇ‸ˇ•｡),关注了主播,1208376,,
12:16:07,103415795027,&紫陌琴韵&,关注了主播,1208376,,
12:16:34,9196652164,夏知屿,关注了主播,1208374,[等级11],
12:16:39,105016505054,海画沙,关注了主播,1208375,[等级7],
12:18:26,2929575740840158,慢热喜静,关注了主播,1208373,,
12:18:30,3264910516813833,过期的游戏,关注了主播,1208375,,
12:18:48,97664449195,嗨七要happy,关注了主播,1208374,,
12:18:49,97664449195,嗨七要happy,关注了主播,1208376,,
12:19:40,2551293880048967,小张🥷,关注了主播,1208378,[等级15],
12:20:40,25978129366263,十指1v4,关注了主播,1208377,[等级13],
12:21:04,910031329960509,思,关注了主播,1208377,[等级9],
12:21:27,4240179473162679,石先生爱掏气,关注了主播,1208379,[等级23],
12:21:32,3589254775838391,紫袖,关注了主播,1208381,[等级21],
12:22:08,2155497222315421,哈喽丶哈喽丶哈喽,关注了主播,1208381,,
12:24:32,92585591795,爱你的猫,关注了主播,1208380,[等级8],
12:24:35,110008067808,潇寒,关注了主播,1208384,,
12:26:30,2270923325452044,星***,关注了主播,1208381,[等级24],
12:26:46,101423282796,Oeo,关注了主播,1208381,[等级2],
12:27:26,83993104745550,꧁微醺香仓꧂,关注了主播,1208380,,
12:28:47,56642156034,Liᴗangᥫᩣ  ☘️,关注了主播,1208379,[等级13],
12:28:51,4433672155959172,用户2692316024492,关注了主播,1208379,[等级3],
12:29:34,62961460986,小妮子,关注了主播,1208382,[等级15],
12:30:15,495225536260231,lris,关注了主播,1208382,[等级6],
12:30:34,98480929298,我朝月亮吹口哨,关注了主播,1208382,[等级25],[粉丝团 Lv10]
12:30:36,1505666385325028,望你一生如愿,关注了主播,1208383,[等级2],
12:31:17,1020800951131229,是阿洋呢,关注了主播,1208384,[等级15],
12:31:26,100725670907,可爱的凿凿(收代理),关注了主播,1208385,[等级34],
12:32:05,3736585417532684,小徐爱吃生蚝,关注了主播,1208388,,
12:32:38,2075510560534088,Xiao8.,关注了主播,1208388,[等级6],
12:32:45,2801204884677147,凛冬吖,关注了主播,1208390,[等级21],
12:32:54,553784238935166,A.l.,关注了主播,1208390,[等级1],
12:33:26,103658160305,只是错过一片林,关注了主播,1208392,[等级14],
12:33:33,3423235729529947,史蒂夫,关注了主播,1208393,,
12:33:56,1560947790724312,甲哩·JIALi美甲,关注了主播,1208392,[等级3],
12:34:19,108198943532359,Lisa,关注了主播,1208394,[等级4],
12:34:26,108167230135,天天我最美,关注了主播,1208394,,
12:34:35,2968278280442812,无念け,关注了主播,1208395,[等级1],
12:34:47,1680489433539853,1eleven,关注了主播,1208395,[等级5],
12:35:15,3724768647847668,祈爱,关注了主播,1208395,[等级23],[粉丝团 Lv11]
12:35:25,68768974270,🌈通风安装设备🐸,关注了主播,1208395,[等级25],
12:35:39,4365492436344684,李,关注了主播,1208396,[等级11],
12:35:46,4442474605714432,陋-居,关注了主播,1208397,[等级25],
12:36:03,4261330785153316,永恒的伤,关注了主播,1208397,[等级13],
12:36:33,675551086390512,a,关注了主播,1208394,,
