time,user_id,user_name,action,follow_count,grade,fans_club
21:07:21,3338531796944207,你你你你,关注了主播,1208999,,
21:08:14,96720607567,想,关注了主播,1208997,[等级13],
21:08:39,3558474750107144,小小赵的奇瑞王,关注了主播,1208999,[等级1],
21:09:04,76285383847,佳怡小公举,关注了主播,1208999,[等级6],
21:09:55,3125267095620267,雨寒山,关注了主播,1209002,[等级23],
21:10:22,52337727356,蛋有蛋黄,关注了主播,1209001,[等级4],
21:11:03,716519963366046,LeoYang,关注了主播,1209001,[等级7],
21:11:11,2113693459439731,谁叫我,关注了主播,1209002,[等级4],
21:11:34,106569861416,· h ·,关注了主播,1209001,[等级23],
21:11:52,7616527369369076773,用户14026535656,关注了主播,1209001,,
21:12:35,97353367507,ㅤㅤ 　 ㅤㅤㅤ 　 ㅤㅤㅤ 　 ㅤㅤㅤ,关注了主播,1209002,[等级4],
21:14:25,492183741806547,用户3908405672720,关注了主播,1209003,,
21:14:27,7623314221434700837,我莓摸鱼啊,关注了主播,1209004,[等级12],
21:14:33,1121956860534903,周Mr,关注了主播,1209006,,
21:15:06,58763953110,吴府玻璃,关注了主播,1209007,[等级11],
21:16:02,96539893669,℡飞扬࿐ྃ,关注了主播,1209002,[等级17],
21:17:28,4441631729138872,待我如初,关注了主播,1209007,[等级8],[粉丝团 Lv2]
21:17:49,1660693186875707,恒山,关注了主播,1209008,,
21:17:59,609576887532490,用户3191902883531,关注了主播,1209011,,
21:18:05,1912756871630556,🌎空白天,关注了主播,1209011,[等级4],
21:18:10,2714022134950944,挽笑.🍂,关注了主播,1209010,[等级5],
21:18:59,4141210619091475,别再错过xx了,关注了主播,1209011,[等级36],
21:19:47,1095556143781480,.l,关注了主播,1209010,[等级18],
21:19:49,1432023947550932,几于道,关注了主播,1209011,[等级14],[粉丝团 Lv12]
21:21:21,2226979408993756,1111,关注了主播,1209011,,
21:21:32,73698220666,✨,关注了主播,1209013,[等级22],[粉丝团 Lv1]
21:22:31,1832219023249853,香菜不菜🥦,关注了主播,1209013,,
21:22:59,102954162242,摩尔,关注了主播,1209014,[等级16],
21:23:39,4195333610409582,柒月,关注了主播,1209012,[等级9],[粉丝团 Lv5]
21:24:16,1742047187595501,Mᴗaᥫᩣ,关注了主播,1209013,[等级13],
21:25:08,2788841991705568,待到山花烂漫时,关注了主播,1209013,[等级6],
21:25:14,2880344059284327,呈伯,关注了主播,1209013,[等级32],
21:25:18,109092166285,小燏总,关注了主播,1209014,[等级20],
21:27:01,2575488095883152,辣条艮啾啾,关注了主播,1209015,[等级24],[粉丝团 Lv2]
21:27:06,69377802119,是林林吖🇨🇳,关注了主播,1209015,[等级5],
21:27:50,3897116398717678,NOONE,关注了主播,1209015,[等级5],[粉丝团 Lv5]
21:29:02,725309773325380,陌上游人,关注了主播,1209015,[等级1],
21:29:18,68638264428,付俊·,关注了主播,1209016,[等级23],
21:29:46,96719563408,年纪大了要什么昵称？,关注了主播,1209013,[等级3],
21:30:00,61735067347,总弄丢皮筋.,关注了主播,1209018,[等级1],
21:30:19,76705074599,我是一个大帅哥,关注了主播,1209020,[等级12],
21:31:41,3274815395344076,😴,关注了主播,1209022,,
21:32:07,71939361620,温柔杀手,关注了主播,1209023,[等级14],[粉丝团 Lv1]
21:32:10,100664423791,妄～,关注了主播,1209023,[等级14],
21:34:21,3593621070683463,氧气,关注了主播,1209022,[等级2],
21:34:25,111144380567,随风,关注了主播,1209024,[等级10],
21:34:26,63444087681,资深情兽✔️,关注了主播,1209028,[等级3],
21:34:26,3878691168326780,峯雨,关注了主播,1209028,[等级3],
