time,user_id,user_name,gift_name,gift_count,diamond_total,grade,fans_club
21:02:16,59646917088,♠️,小心心,1,1,[等级26],[粉丝团:张君雅 Lv15]
21:02:16,92337880656,橘生,点亮粉丝团,1,9,[等级28],[粉丝团 Lv11]
21:02:16,84655336157,kimi 🌾,你最好看,1,2,[等级21],[粉丝团 Lv7]
21:02:16,59646917088,♠️,小心心,5,5,[等级26],[粉丝团:张君雅 Lv15]
21:02:16,59646917088,♠️,小心心,7,7,[等级26],[粉丝团:张君雅 Lv15]
21:02:16,81982031673,泽大v,点亮粉丝团,1,1,[等级30],[粉丝团 Lv3]
21:02:16,2480911116407864,王，，，,粉丝团灯牌,1,1,[等级7],[粉丝团 Lv10]
21:02:16,1494975641301757,桑榆,为你闪耀,1,9,[等级21],[粉丝团 Lv5]
21:02:16,81982031673,泽大v,粉丝团灯牌,1,1,[等级30],[粉丝团 Lv3]
21:02:16,92337880656,橘生,粉丝团灯牌,1,1,[等级28],[粉丝团 Lv11]
21:02:16,92337880656,橘生,点亮粉丝团,1,9,[等级28],[粉丝团 Lv11]
21:02:16,81982031673,泽大v,点亮粉丝团,1,1,[等级30],[粉丝团 Lv3]
21:02:16,1930334146666587,XDF༒,粉丝团灯牌,1,1,[等级19],[粉丝团 Lv15]
21:02:16,72333976215,火因圈,点亮粉丝团,1,1,[等级13],[粉丝团 Lv8]
21:02:17,59646917088,♠️,小心心,7,7,[等级26],[粉丝团:张君雅 Lv15]
21:02:17,2896552179283347,月亮叫我睡觉觉丶,粉丝团灯牌,1,1,[等级19],[粉丝团 Lv12]
21:02:17,60740765299,amo_Ursinho,粉丝团灯牌,1,1,[等级19],[粉丝团 Lv12]
21:02:17,1494975641301757,桑榆,为你闪耀,1,9,[等级21],[粉丝团 Lv5]
21:02:17,72333976215,火因圈,点亮粉丝团,1,1,[等级13],[粉丝团 Lv8]
21:02:17,106729118139,辛大美女,粉丝团灯牌,1,1,[等级34],[粉丝团 Lv4]
21:02:17,98154085807,冷雨,粉丝团灯牌,1,1,[等级22],[粉丝团 Lv8]
21:02:17,93775286049,倥屮,粉丝团灯牌,1,1,[等级21],[粉丝团 Lv10]
21:02:19,96596656680,KT脑🎀,粉丝团灯牌,1,1,[等级25],[粉丝团 Lv11]
21:02:19,63205524470,以南.,粉丝团灯牌,1,1,[等级19],[粉丝团 Lv12]
21:02:19,2199499672398877,我爱张君雅,粉丝团灯牌,1,1,[等级15],[粉丝团 Lv13]
21:02:26,109208220602,真不懂了嗷,粉丝团灯牌,1,1,[等级13],[粉丝团 Lv11]
21:02:26,93025548074,洋泡泡☁️,点亮粉丝团,1,1,[等级35],[粉丝团 Lv10]
21:02:27,101138818359,小鱼,小心心,1,1,[等级34],[粉丝团 Lv15]
21:02:28,101138818359,小鱼,小心心,3,3,[等级34],[粉丝团 Lv15]
21:02:29,93025548074,洋泡泡☁️,粉丝团灯牌,1,1,[等级35],[粉丝团 Lv10]
21:02:29,93025548074,洋泡泡☁️,点亮粉丝团,1,1,[等级35],[粉丝团 Lv10]
21:02:29,101138818359,小鱼,大啤酒,1,2,[等级34],[粉丝团 Lv15]
21:02:29,101138818359,小鱼,小心心,3,3,[等级34],[粉丝团 Lv15]
21:02:29,92337880656,橘生,人气票,1,1,[等级28],[粉丝团 Lv11]
21:02:30,101138818359,小鱼,大啤酒,2,4,[等级34],[粉丝团 Lv15]
21:02:32,576602891617548,仲初,点亮粉丝团,1,1,[等级12],[粉丝团 Lv8]
21:02:32,108843692828,爱喝奶茶的崽崽,点亮粉丝团,1,1,[等级31],[粉丝团 Lv7]
21:02:33,92337880656,橘生,人气票,1,1,[等级28],[粉丝团 Lv11]
21:02:34,101138818359,小鱼,大啤酒,2,4,[等级34],[粉丝团 Lv15]
21:02:34,576602891617548,仲初,点亮粉丝团,1,1,[等级12],[粉丝团 Lv8]
21:02:34,576602891617548,仲初,粉丝团灯牌,1,1,[等级12],[粉丝团 Lv8]
21:02:35,108843692828,爱喝奶茶的崽崽,点亮粉丝团,1,1,[等级31],[粉丝团 Lv7]
21:02:35,108843692828,爱喝奶茶的崽崽,粉丝团灯牌,1,1,[等级31],[粉丝团 Lv7]
21:02:35,109507116920,七剑,点亮粉丝团,1,1,[等级6],[粉丝团 Lv10]
21:02:39,109507116920,七剑,点亮粉丝团,1,1,[等级6],[粉丝团 Lv10]
21:02:39,101904040963,许哈哈🐾,粉丝团灯牌,1,1,[等级15],[粉丝团 Lv11]
21:02:44,100661522615,枳实,粉丝团灯牌,1,1,[等级16],[粉丝团 Lv10]
21:02:44,92357633565,犟嘴🤪,粉丝团灯牌,1,1,[等级34],[粉丝团 Lv13]
21:02:44,1917136681054014,101,粉丝团灯牌,1,1,[等级45],[粉丝团 Lv12]
21:02:44,58651426834,空白格,粉丝团灯牌,1,1,[等级14],[粉丝团 Lv8]
21:02:45,99521902808,张君雅的啤酒瓶,荧光律动,1,99,[等级31],[粉丝团:张君雅 Lv14]
21:02:45,97421004001,上善若水☞,为你闪耀,1,9,[等级23],[粉丝团 Lv15]
21:02:45,99521902808,张君雅的啤酒瓶,荧光律动,2,198,[等级31],[粉丝团:张君雅 Lv14]
21:02:45,99521902808,张君雅的啤酒瓶,荧光律动,3,297,[等级31],[粉丝团:张君雅 Lv14]
21:02:46,640339947823963,(˚ཫ˚ 夜幻,粉丝团灯牌,1,1,[等级11],[粉丝团 Lv10]
21:02:46,203872651969116,掌上生活,粉丝团灯牌,1,1,[等级3],[粉丝团 Lv4]
21:02:47,817624937413011,渺秒,点亮粉丝团,1,1,[等级12],[粉丝团 Lv5]
21:02:47,99521902808,张君雅的啤酒瓶,荧光律动,4,396,[等级31],[粉丝团:张君雅 Lv14]
21:02:47,99521902808,张君雅的啤酒瓶,荧光律动,5,495,[等级31],[粉丝团:张君雅 Lv14]
21:02:47,1988346791070541,橘子橘子皮🍊,粉丝团灯牌,1,1,[等级24],[粉丝团 Lv12]
21:02:47,99521902808,张君雅的啤酒瓶,荧光律动,6,594,[等级31],[粉丝团:张君雅 Lv14]
21:02:48,97421004001,上善若水☞,为你闪耀,1,9,[等级23],[粉丝团 Lv15]
21:02:49,2189852104201800,🌞🌞,粉丝团灯牌,1,1,[等级25],[粉丝团 Lv12]
21:02:49,58807570566,文……,点亮粉丝团,1,9,[等级30],[粉丝团 Lv11]
21:02:50,817624937413011,渺秒,点亮粉丝团,1,1,[等级12],[粉丝团 Lv5]
21:02:50,84780221326,錒䜼䤻,点亮粉丝团,1,1,[等级28],[粉丝团 Lv7]
21:02:50,86562890288,ㅤ　 ㅤ顺利朱,粉丝团灯牌,1,1,[等级19],[粉丝团 Lv11]
21:02:51,2348165983116428,晚晚要当绿tea,粉丝团灯牌,1,1,[等级19],[粉丝团 Lv8]
21:02:51,96649708379,auv,粉丝团灯牌,1,1,[等级15],[粉丝团 Lv11]
21:02:51,95848530060,J 海波,粉丝团灯牌,1,1,[等级21],[粉丝团 Lv12]
21:02:52,103544734774,抱你行嗎,粉丝团灯牌,1,1,[等级15],[粉丝团 Lv8]
21:02:53,2170879771677291,二大爷💟,点亮粉丝团,1,1,[等级24],[粉丝团 Lv1]
21:02:53,58807570566,文……,点亮粉丝团,1,9,[等级30],[粉丝团 Lv11]
21:02:53,81354125353,🌈奶一口,粉丝团灯牌,1,1,[等级22],[粉丝团 Lv7]
21:02:53,84780221326,錒䜼䤻,点亮粉丝团,1,1,[等级28],[粉丝团 Lv7]
21:02:53,58807570566,文……,粉丝团灯牌,1,1,[等级30],[粉丝团 Lv11]
21:02:53,523011045464952,興,粉丝团灯牌,1,1,[等级16],[粉丝团 Lv15]
21:02:56,2170879771677291,二大爷💟,点亮粉丝团,1,1,[等级24],[粉丝团 Lv1]
21:02:56,74859439851,蔡,点亮粉丝团,1,9,[等级29],[粉丝团 Lv12]
21:02:57,75156592980,胡🔥哥🧛‍♂️༗,粉丝团灯牌,1,1,[等级17],[粉丝团 Lv12]
21:02:58,82877941674,.,入团卡,1,1,[等级13],
21:02:58,2806390624630247,颓废,粉丝团灯牌,1,1,[等级14],[粉丝团 Lv11]
21:02:58,106495895478,乐以哩⁸²⁷,粉丝团灯牌,1,1,[等级33],[粉丝团 Lv11]
21:02:59,74859439851,蔡,粉丝团灯牌,1,1,[等级29],[粉丝团 Lv12]
21:02:59,6472167828,顺城,粉丝团灯牌,1,1,[等级21],[粉丝团 Lv15]
21:02:59,74859439851,蔡,点亮粉丝团,1,9,[等级29],[粉丝团 Lv12]
21:03:00,1614513330467710,逍遥,小心心,1,1,[等级14],[粉丝团 Lv9]
21:03:01,82877941674,.,入团卡,1,1,[等级13],
21:03:01,4366910085670700,尼古拉斯铁锤～嗷呜,人气票,1,1,[等级18],[粉丝团 Lv12]
21:03:01,1614513330467710,逍遥,人气票,1,1,[等级14],[粉丝团 Lv9]
21:03:01,1614513330467710,逍遥,小心心,1,1,[等级14],[粉丝团 Lv9]
21:03:03,1838838104734926,花匠小马,粉丝团灯牌,1,1,[等级34],[粉丝团 Lv15]
21:03:03,52414226105047,航息,点亮粉丝团,1,1,[等级11],[粉丝团 Lv6]
21:03:04,4366910085670700,尼古拉斯铁锤～嗷呜,人气票,1,1,[等级18],[粉丝团 Lv12]
21:03:04,1614513330467710,逍遥,人气票,1,1,[等级14],[粉丝团 Lv9]
21:03:05,92772104510,乄杺,粉丝团灯牌,1,1,[等级23],[粉丝团 Lv11]
21:03:05,1614513330467710,逍遥,粉丝团灯牌,1,1,[等级14],[粉丝团 Lv9]
21:03:06,52414226105047,航息,点亮粉丝团,1,1,[等级11],[粉丝团 Lv6]
21:03:06,103780118707,98769876,粉丝团灯牌,1,1,[等级9],[粉丝团 Lv10]
21:03:08,104500440763,*小win👄.,小心心,1,1,[等级5],
21:03:08,63399130701,🍓 🐉 小冷小冷不冷🥶,粉丝团灯牌,1,1,[等级35],[粉丝团 Lv12]
21:03:09,52414226105047,航息,粉丝团灯牌,1,1,[等级11],[粉丝团 Lv6]
21:03:10,1983139026567851,张,粉丝团灯牌,1,1,[等级33],[粉丝团 Lv9]
21:03:11,104500440763,*小win👄.,小心心,1,1,[等级5],
21:03:11,2255829775695436,四季不缺豆❄,粉丝团灯牌,1,1,[等级18],[粉丝团 Lv13]
21:03:12,2436151673896093,小叔叔,点亮粉丝团,1,1,[等级26],[粉丝团 Lv8]
21:03:14,55012282157,禹凪,热气球,1,520,[等级33],[粉丝团 Lv7]
21:03:16,2436151673896093,小叔叔,点亮粉丝团,1,1,[等级26],[粉丝团 Lv8]
21:03:16,2963883271135951,小蘇（su）.🐱,粉丝团灯牌,1,1,[等级24],[粉丝团 Lv15]
21:03:18,3460883398535236,the one,粉丝团灯牌,1,1,[等级17],[粉丝团 Lv11]
21:03:20,59184933152,十里故清欢,粉丝团灯牌,1,1,[等级20],[粉丝团 Lv7]
21:03:20,69893939386,小c,闪烁星河,1,1,[等级27],[粉丝团:张君雅 Lv12]
21:03:22,102552334272,👿,粉丝团灯牌,1,1,[等级21],[粉丝团 Lv14]
21:03:22,2255829775695436,四季不缺豆❄,大啤酒,1,2,[等级18],[粉丝团 Lv13]
21:03:24,69893939386,小c,星光闪耀,1,9,[等级27],[粉丝团:张君雅 Lv12]
21:03:24,64167041117,°             男明星у,粉丝团灯牌,1,1,[等级18],[粉丝团 Lv10]
21:03:26,2255829775695436,四季不缺豆❄,大啤酒,1,2,[等级18],[粉丝团 Lv13]
21:03:26,96765459865,伪装╮臫巳,粉丝团灯牌,1,1,[等级13],[粉丝团 Lv10]
21:03:26,94273093065,Weir,粉丝团灯牌,1,1,[等级17],[粉丝团 Lv4]
21:03:26,78988576948,ღᩚ 十月 $,粉丝团灯牌,1,1,[等级16],[粉丝团 Lv12]
21:03:27,69893939386,小c,星光闪耀,1,9,[等级27],[粉丝团:张君雅 Lv12]
21:03:29,104500440763,*小win👄.,小心心,1,1,[等级5],
21:03:29,55012282157,禹凪,粉丝团灯牌,1,1,[等级33],[粉丝团 Lv7]
21:03:29,483379872010903,荒⁵¹⁰⁷⁴,粉丝团灯牌,1,1,[等级25],[粉丝团 Lv15]
21:03:31,88128205797,古德猫宁🍀,粉丝团灯牌,1,1,[等级20],[粉丝团 Lv11]
21:03:31,85247416122,和羞倚门嗅青梅,点亮粉丝团,1,1,[等级5],[粉丝团 Lv10]
21:03:31,104500440763,*小win👄.,小心心,1,1,[等级5],
21:03:33,97397857339,□﹏寒尐雨丶,粉丝团灯牌,1,1,[等级30],[粉丝团 Lv10]
21:03:33,2357772600219437,锦鲤(☄ฺ◣ω◢)☄ฺ,粉丝团灯牌,1,1,[等级8],[粉丝团 Lv5]
21:03:33,75224957818,苏 苏,粉丝团灯牌,1,1,[等级32],[粉丝团 Lv10]
21:03:34,4354494599275533,．oO,粉丝团灯牌,1,1,[等级23],[粉丝团 Lv10]
21:03:34,85247416122,和羞倚门嗅青梅,点亮粉丝团,1,1,[等级5],[粉丝团 Lv10]
21:03:37,106880467356,Tom.,点亮粉丝团,1,1,[等级6],[粉丝团 Lv5]
21:03:39,3514468561850860,嫂子开门我是我哥,粉丝团灯牌,1,1,[等级18],[粉丝团 Lv11]
21:03:40,106880467356,Tom.,点亮粉丝团,1,1,[等级6],[粉丝团 Lv5]
21:03:41,101163036007,Mir摆,粉丝团灯牌,1,1,[等级15],[粉丝团 Lv10]
