time,current,total_pv,total_user,online_anchor
23:02:20,319,407,407,319
23:02:21,319,407,407,319
23:02:21,73,47,47,73
23:02:22,319,407,407,319
23:02:22,555,715,715,555
23:02:23,1095,1457,1457,1095
23:02:26,1095,1457,1457,1095
23:02:30,899,1241,1241,899
23:02:36,1246,1747,1747,1246
23:02:42,1246,1747,1747,1246
23:02:44,1246,1747,1747,1246
23:02:48,1483,2298,2298,1483
23:02:50,1913,2980,2980,1913
23:02:52,1483,2298,2298,1483
23:02:56,1913,2980,2980,1913
23:03:00,2110,3350,3350,2110
23:03:06,2339,3523,3523,2339
23:03:08,2339,3523,3523,2339
23:03:10,2110,3350,3350,2110
23:03:12,1913,2980,2980,1913
23:03:16,2529,3868,3868,2529
23:03:20,2339,3523,3523,2339
23:03:22,2339,3523,3523,2339
23:03:26,2529,3868,3868,2529
23:03:28,3336,5205,5205,3336
23:03:36,2849,4388,4388,2849
23:03:40,2849,4388,4388,2849
23:03:43,3336,5205,5205,3336
23:03:46,3524,5686,5686,3524
23:03:48,3602,5686,5686,3602
23:03:50,3524,5686,5686,3524
23:03:56,3602,5686,5686,3602
23:04:02,3336,5205,5205,3336
23:04:04,3429,5344,5344,3429
23:04:06,3690,6352,6352,3690
23:04:12,3602,5686,5686,3602
23:04:20,4164,7959,7959,4164
23:04:28,3915,6875,6875,3915
23:04:36,4046,7239,7239,4046
23:04:46,4164,7959,7959,4164
23:04:48,4418,9184,9184,4418
23:04:52,4378,8864,8864,4378
23:04:58,4530,1.0万,1万+,4530
23:05:08,4530,1.0万,1万+,4530
23:05:14,4578,1.0万,1万+,4578
23:05:16,4578,1.0万,1万+,4578
23:05:18,4578,1.0万,1万+,4578
23:05:20,4648,1.1万,1万+,4648
23:05:22,4648,1.1万,1万+,4648
23:05:24,4669,1.2万,1万+,4669
23:05:28,4648,1.1万,1万+,4648
23:05:38,4726,1.2万,1万+,4726
23:05:48,4893,1.3万,1万+,4893
23:05:52,4648,1.1万,1万+,4648
23:05:54,4938,1.3万,1万+,4938
23:05:56,5051,1.4万,1万+,5051
23:06:00,5051,1.4万,1万+,5051
23:06:10,4938,1.3万,1万+,4938
23:06:18,4938,1.3万,1万+,4938
23:06:20,5253,1.5万,1万+,5253
23:06:22,5253,1.5万,1万+,5253
23:06:24,5051,1.4万,1万+,5051
23:06:26,5051,1.4万,1万+,5051
23:06:30,5315,1.5万,1万+,5315
23:06:32,5315,1.5万,1万+,5315
23:06:34,5420,1.6万,1万+,5420
23:06:36,5522,1.7万,1万+,5522
23:06:38,5522,1.7万,1万+,5522
23:06:40,5522,1.7万,1万+,5522
23:06:43,5253,1.5万,1万+,5253
23:06:44,5353,1.6万,1万+,5353
23:06:48,5315,1.5万,1万+,5315
23:06:50,5625,1.8万,1万+,5625
23:06:52,5522,1.7万,1万+,5522
23:06:54,5353,1.6万,1万+,5353
23:06:58,5353,1.6万,1万+,5353
23:07:00,5608,1.7万,1万+,5608
23:07:04,5859,1.9万,1万+,5859
23:07:06,5625,1.8万,1万+,5625
23:07:14,6043,2.0万,1万+,6043
23:07:16,5353,1.6万,1万+,5353
23:07:22,6043,2.0万,1万+,6043
23:07:25,6043,2.0万,1万+,6043
23:07:30,5859,1.9万,1万+,5859
23:07:32,6043,2.0万,1万+,6043
23:07:40,6189,2.1万,2万+,6189
23:07:49,6219,2.2万,2万+,6219
23:07:52,6302,2.2万,2万+,6302
23:07:55,6147,2.0万,2万+,6147
23:07:56,6189,2.1万,2万+,6189
23:07:58,6352,2.3万,2万+,6352
23:08:00,6219,2.2万,2万+,6219
23:08:08,6302,2.2万,2万+,6302
23:08:18,6444,2.4万,2万+,6444
23:08:24,6515,2.4万,2万+,6515
23:08:26,6547,2.5万,2万+,6547
23:08:28,6515,2.4万,2万+,6515
23:08:30,6547,2.5万,2万+,6547
23:08:40,6632,2.5万,2万+,6632
23:08:48,6547,2.5万,2万+,6547
23:08:52,6713,2.7万,2万+,6713
23:08:54,6660,2.6万,2万+,6660
