time,current,total_pv,total_user,online_anchor
12:01:28,350,472,472,350
12:01:28,350,472,472,350
12:01:29,535,757,757,535
12:01:29,677,1042,1042,677
12:01:29,677,1042,1042,677
12:01:30,677,1042,1042,677
12:01:32,875,1496,1496,875
12:01:38,793,1245,1245,793
12:01:42,793,1245,1245,793
12:01:48,1003,1735,1735,1003
12:01:52,1283,2428,2428,1283
12:01:54,875,1496,1496,875
12:01:56,1283,2428,2428,1283
12:02:00,1405,2719,2719,1405
12:02:10,1600,3184,3184,1600
12:02:14,1405,2719,2719,1405
12:02:20,1600,3184,3184,1600
12:02:24,1800,3681,3681,1800
12:02:26,1747,3338,3338,1747
12:02:30,1800,3681,3681,1800
12:02:40,1908,3971,3971,1908
12:02:50,2174,4837,4837,2174
12:02:52,2315,5246,5246,2315
12:02:54,2174,4837,4837,2174
12:02:56,2371,5405,5405,2371
12:02:58,2315,5246,5246,2315
12:03:00,2209,4975,4975,2209
12:03:02,2516,5871,5871,2516
12:03:06,2516,5871,5871,2516
12:03:16,2649,6432,6432,2649
12:03:18,2649,6432,6432,2649
12:03:24,2649,6432,6432,2649
12:03:26,2759,7039,7039,2759
12:03:32,2759,7039,7039,2759
12:03:42,2986,7960,7960,2986
12:03:50,3035,8248,8248,3035
12:03:52,2986,7960,7960,2986
12:03:54,3035,8248,8248,3035
12:03:56,3035,8248,8248,3035
12:03:58,3035,8248,8248,3035
12:04:00,3035,8248,8248,3035
12:04:02,3233,9039,9039,3233
12:04:06,3102,8529,8529,3102
12:04:12,3246,9190,9190,3246
12:04:22,3278,9518,9518,3278
12:04:32,3499,1.1万,1万+,3499
12:04:34,3278,9518,9518,3278
12:04:38,3456,1.0万,1万+,3456
12:04:40,3499,1.1万,1万+,3499
12:04:48,3570,1.1万,1万+,3570
12:04:54,3753,1.2万,1万+,3753
12:05:02,3841,1.3万,1万+,3841
12:05:04,3841,1.3万,1万+,3841
12:05:08,3909,1.3万,1万+,3909
12:05:18,4199,1.4万,1万+,4199
12:05:28,4087,1.4万,1万+,4087
12:05:32,3499,1.1万,1万+,3499
12:05:34,4289,1.5万,1万+,4289
12:05:38,4271,1.5万,1万+,4271
12:05:44,4399,1.6万,1万+,4399
12:05:52,4399,1.6万,1万+,4399
12:06:04,4618,1.7万,1万+,4618
12:06:06,4654,1.7万,1万+,4654
12:06:10,4618,1.7万,1万+,4618
12:06:12,4585,1.7万,1万+,4585
12:06:20,4800,1.8万,1万+,4800
12:06:22,4761,1.8万,1万+,4761
12:06:30,4985,1.9万,1万+,4985
12:06:36,4985,1.9万,1万+,4985
12:06:38,4907,1.8万,1万+,4907
12:06:40,4907,1.8万,1万+,4907
12:06:44,5107,2.0万,2万+,5107
12:06:54,5107,2.0万,2万+,5107
12:06:56,5066,1.9万,1万+,5066
12:07:02,5247,2.1万,2万+,5247
12:07:04,5247,2.1万,2万+,5247
12:07:06,5038,1.9万,1万+,5038
12:07:08,5504,2.2万,2万+,5504
12:07:10,5504,2.2万,2万+,5504
12:07:14,5445,2.2万,2万+,5445
12:07:24,5504,2.2万,2万+,5504
12:07:34,5606,2.3万,2万+,5606
12:07:38,5717,2.3万,2万+,5717
12:07:40,5722,2.3万,2万+,5722
12:07:44,5742,2.4万,2万+,5742
12:07:54,5767,2.4万,2万+,5767
12:08:04,5767,2.4万,2万+,5767
12:08:06,5767,2.4万,2万+,5767
12:08:10,5798,2.5万,2万+,5798
12:08:12,5800,2.6万,2万+,5800
12:08:18,5800,2.6万,2万+,5800
12:08:26,5819,2.6万,2万+,5819
12:08:36,5862,2.6万,2万+,5862
12:08:38,5885,2.7万,2万+,5885
12:08:40,5879,2.7万,2万+,5879
12:08:42,5879,2.7万,2万+,5879
12:08:46,5879,2.7万,2万+,5879
12:08:56,5896,2.7万,2万+,5896
12:09:02,5955,2.8万,2万+,5955
12:09:10,5949,2.8万,2万+,5949
12:09:14,5979,2.9万,2万+,5979
12:09:20,5985,2.9万,2万+,5985
12:09:26,6034,2.9万,2万+,6034
12:09:36,6073,3.0万,2万+,6073
12:09:44,6105,3.0万,3万+,6105
12:09:46,5979,2.9万,2万+,5979
12:09:56,6242,3.1万,3万+,6242
12:10:04,6242,3.1万,3万+,6242
12:10:06,6363,3.1万,3万+,6363
12:10:13,6471,3.2万,3万+,6471
12:10:15,6399,3.2万,3万+,6399
12:10:17,6471,3.2万,3万+,6471
12:10:20,6555,3.2万,3万+,6555
12:10:28,6471,3.2万,3万+,6471
12:10:34,6621,3.3万,3万+,6621
12:10:44,6585,3.3万,3万+,6585
12:10:46,6516,3.3万,3万+,6516
12:10:50,6585,3.3万,3万+,6585
12:11:00,6451,3.4万,3万+,6451
12:11:10,6319,3.4万,3万+,6319
12:11:12,6246,3.4万,3万+,6246
12:11:16,6319,3.4万,3万+,6319
12:11:18,6246,3.4万,3万+,6246
12:11:28,6234,3.5万,3万+,6234
12:11:36,6259,3.5万,3万+,6259
12:11:38,6234,3.5万,3万+,6234
12:11:46,6263,3.6万,3万+,6263
12:11:52,6268,3.5万,3万+,6268
12:11:54,6262,3.6万,3万+,6262
12:11:58,6262,3.6万,3万+,6262
12:12:02,6263,3.6万,3万+,6263
12:12:08,6272,3.6万,3万+,6272
12:12:12,6272,3.6万,3万+,6272
12:12:14,6293,3.7万,3万+,6293
12:12:16,6293,3.7万,3万+,6293
12:12:22,6293,3.7万,3万+,6293
12:12:32,6279,3.7万,3万+,6279
12:12:34,6293,3.7万,3万+,6293
12:12:42,6325,3.8万,3万+,6325
12:12:46,6407,3.8万,3万+,6407
12:12:48,6419,3.9万,3万+,6419
12:12:50,6401,3.9万,3万+,6401
12:12:54,6401,3.9万,3万+,6401
12:13:00,6467,3.9万,3万+,6467
