time,user_id,user_name,action,follow_count,grade,fans_club
21:04:42,84639905897,天天左眼瞪右眼,关注了主播,1214814,[等级10],
21:05:05,60587971078,顺德戈登,关注了主播,1214814,[等级12],[粉丝团 Lv3]
21:05:13,83162805311,&龙顺&,关注了主播,1214816,[等级23],
21:05:22,3512253891222103,对方正在输入,关注了主播,1214816,,
21:05:26,3942221364608311,我绝不想做倒过来的梵高,关注了主播,1214819,[等级1],[粉丝团 Lv2]
21:05:27,4434748576375976,软萌预警,关注了主播,1214818,[等级1],
21:05:52,107724360972,夺🐟,关注了主播,1214818,[等级11],
21:06:12,96402977601,只手遮天等88.6w人,关注了主播,1214819,[等级14],[粉丝团 Lv3]
21:07:46,740443031080072,柚稚,关注了主播,1214820,,
21:08:17,95309431132,💕Ö耶💕,关注了主播,1214819,[等级1],
21:09:18,106323622336,孙世奇,关注了主播,1214819,[等级2],
21:11:21,3979867113134727,星̶̶̶ღ̶河̶̶̶,关注了主播,1214817,[等级18],
21:11:35,104942029678,风意(๑• . •๑),关注了主播,1214817,[等级3],
21:11:35,2068636196668683,胡胡的拇指,关注了主播,1214819,,
21:12:03,101721485352,闲笙,关注了主播,1214821,[等级2],
21:12:06,80089844941,唐小路,关注了主播,1214821,[等级18],
21:12:11,3258574440763444,---::/,关注了主播,1214822,,
21:12:31,83591433649,大王同学🐻,关注了主播,1214826,[等级12],
21:12:41,4292121720006718,🍇葡萄冰美式,关注了主播,1214826,[等级9],
21:12:46,1373760330144042,圆缘,关注了主播,1214825,,
21:14:32,1449576812264339,小杰同志ing,关注了主播,1214827,,
21:15:03,69959741657,小吴呀,关注了主播,1214825,[等级30],
21:15:05,3563979963902288,飘飘52°,关注了主播,1214825,,
21:15:35,3394884221536174,小陈在此~,关注了主播,1214827,[等级16],[粉丝团 Lv6]
21:15:46,83599936359,lllll⁵,关注了主播,1214831,[等级1],
21:16:48,2664819967657694,成月,关注了主播,1214832,[等级16],
21:16:54,95762945005,智尚家居全屋定制,关注了主播,1214834,[等级23],
21:17:23,7538654499440952377,꧁番茄《不》炒蛋꧂,关注了主播,1214834,,
21:17:23,100436041565,˗ˋˏ♡ˎˊ˗  阮 阮,关注了主播,1214837,[等级1],
21:18:38,3455108502263148,国服把妹王,关注了主播,1214834,[等级19],
21:18:56,4443558413088648,空城,关注了主播,1214837,,
21:18:58,3212114887444088,果~,关注了主播,1214838,,
21:19:44,4038976935565977,千世.,关注了主播,1214837,,
21:19:50,55891956593,$時光印象$,关注了主播,1214839,[等级13],
21:20:18,529322153097658,猜猜,关注了主播,1214839,,
21:20:43,97067891006,凌凌发,关注了主播,1214841,[等级27],[粉丝团 Lv2]
21:21:27,51048590168,在上海的水电工,关注了主播,1214841,[等级10],
21:22:16,103581602583,虹月莫,关注了主播,1214843,[等级1],
21:23:09,100397723269,慕茶·,关注了主播,1214839,,
21:24:03,104656269021,杨 乐哆,关注了主播,1214841,[等级3],
21:26:55,2068647352480944,用户6093741942409,关注了主播,1214840,,
21:28:20,3030717932512759,七枼,关注了主播,1214842,[等级9],
21:28:33,73477846794,心想柿橙🍊,关注了主播,1214846,[等级9],
21:28:34,4358068482094948,冰…封,关注了主播,1214846,,
21:28:45,109925043360,止戈－㏄,关注了主播,1214846,[等级17],
21:30:07,3660713931574551,宁远平板车卖水果,关注了主播,1214848,,
21:30:42,84614423784,ゞ╃╰陌路人丶,关注了主播,1214850,[等级14],
21:30:55,93861078091,顾帅豪,关注了主播,1214850,[等级12],
21:31:06,68023497651,睚眦必报,关注了主播,1214850,[等级5],
21:31:27,2814382574671508,土豆子,关注了主播,1214850,[等级16],
21:31:36,2903135296428285,懒得起名字,关注了主播,1214850,[等级1],
21:32:04,61071688072,谜.,关注了主播,1214852,[等级23],
21:32:41,1074659518317754,✿゛捌乆 ๑҉,关注了主播,1214852,,
21:33:59,63002368240,小懒,关注了主播,1214852,[等级22],[粉丝团 Lv7]
21:34:26,290747517777200,我爱躺平,关注了主播,1214853,,
21:34:27,650549684347776,向向-,关注了主播,1214853,[等级5],
21:34:52,2834992981880439,用户3385054786127,关注了主播,1214856,[等级1],
21:34:56,1412215834681880,听风～随心,关注了主播,1214856,[等级9],
21:35:26,679970598038052,葱姜蒜,关注了主播,1214857,,
21:35:34,97915871257,小白,关注了主播,1214857,,
21:36:16,2949369055685315,🌈小小胡🌈,关注了主播,1214859,[等级5],
21:37:12,1424586570727799,_13,关注了主播,1214860,[等级13],
21:37:25,106279141567,-只喜歡妳,关注了主播,1214860,[等级6],[粉丝团 Lv10]
21:37:56,77262761763,挑战,关注了主播,1214861,[等级2],[粉丝团 Lv1]
21:38:15,63244167074,春天去看你,关注了主播,1214857,[等级11],
21:38:30,81308889123,冬晶,关注了主播,1214861,[等级13],
21:38:40,470245747463767,198907,关注了主播,1214863,,
