time,current,total_pv,total_user,online_anchor
2026-05-17 21:03:46,2333,4047,4047,2333
2026-05-17 21:03:47,2333,4047,4047,2333
2026-05-17 21:03:48,2556,4397,4397,2556
2026-05-17 21:03:58,2455,4206,4206,2455
2026-05-17 21:04:01,2233,3739,3739,2233
2026-05-17 21:04:07,2233,3739,3739,2233
2026-05-17 21:04:08,2333,4047,4047,2333
2026-05-17 21:04:16,2798,5080,5080,2798
2026-05-17 21:04:27,2681,4705,4705,2681
2026-05-17 21:04:32,2930,5355,5355,2930
2026-05-17 21:04:35,2798,5080,5080,2798
2026-05-17 21:04:38,3134,5837,5837,3134
2026-05-17 21:04:40,3134,5837,5837,3134
2026-05-17 21:04:50,3385,6774,6774,3385
2026-05-17 21:05:00,3385,6774,6774,3385
2026-05-17 21:05:02,3385,6774,6774,3385
2026-05-17 21:05:04,3385,6774,6774,3385
2026-05-17 21:05:10,3385,6774,6774,3385
2026-05-17 21:05:22,3515,7075,7075,3515
2026-05-17 21:05:30,3975,8424,8424,3975
2026-05-17 21:05:35,3975,8424,8424,3975
2026-05-17 21:05:36,3931,8157,8157,3931
2026-05-17 21:05:38,3672,7451,7451,3672
2026-05-17 21:05:40,3672,7451,7451,3672
2026-05-17 21:05:42,3864,8064,8064,3864
2026-05-17 21:05:46,3931,8157,8157,3931
2026-05-17 21:05:56,4116,8877,8877,4116
2026-05-17 21:05:58,4263,9159,9159,4263
2026-05-17 21:06:06,4116,8877,8877,4116
2026-05-17 21:06:08,4302,9260,9260,4302
2026-05-17 21:06:10,3975,8424,8424,3975
2026-05-17 21:06:14,4302,9260,9260,4302
2026-05-17 21:06:20,4562,1.0万,1万+,4562
2026-05-17 21:06:28,4667,1.0万,1万+,4667
2026-05-17 21:06:30,4714,1.0万,1万+,4714
2026-05-17 21:06:32,4667,1.0万,1万+,4667
2026-05-17 21:06:34,4714,1.0万,1万+,4714
2026-05-17 21:06:40,4667,1.0万,1万+,4667
2026-05-17 21:06:42,4784,1.1万,1万+,4784
2026-05-17 21:06:52,4784,1.1万,1万+,4784
2026-05-17 21:06:56,4857,1.1万,1万+,4857
2026-05-17 21:07:02,4784,1.1万,1万+,4784
2026-05-17 21:07:08,5139,1.2万,1万+,5139
2026-05-17 21:07:10,5032,1.2万,1万+,5032
2026-05-17 21:07:12,5139,1.2万,1万+,5139
2026-05-17 21:07:23,5139,1.2万,1万+,5139
2026-05-17 21:07:32,5318,1.3万,1万+,5318
2026-05-17 21:07:36,5408,1.3万,1万+,5408
2026-05-17 21:07:40,5194,1.2万,1万+,5194
2026-05-17 21:07:42,5194,1.2万,1万+,5194
2026-05-17 21:07:48,5408,1.3万,1万+,5408
